ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
CSP without Storage,Morocco,PJ/y,113332.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coal Power Plant,Morocco,PJ/y,813171.4550000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas Power Plant (CCGT),Morocco,PJ/y,516876.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Morocco,PJ/y,57272.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Morocco,PJ/y,21494.850000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil Fired Gas Turbine (SCGT),Morocco,PJ/y,98696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onshore Wind,Morocco,PJ/y,166398.38999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Hydropower Plant (<10MW),Morocco,PJ/y,379.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Distributed with Storage),Morocco,PJ/y,3092.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
