RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Tanzania,PJ/y,12775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,64532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,65943.6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,65875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,28991.949999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,29200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,PJ/y,1372.3999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
