ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Light Fuel Oil Power Plant,Chad,PJ/y,1.24504128,0.8715288959999999,0.6100702271999999,0.4270491590399999,0.2989344113279999,0.20925408792959993,0.14647786155071993
Oil Fired Gas Turbine (SCGT),Chad,PJ/y,5.605524,3.9238668,2.74670676,1.9226947319999999,1.3458863123999998,0.9421204186799997,0.6594842930759998
Solar PV (Distributed with Storage),Chad,PJ/y,0.00536112,0.0037527839999999995,0.0026269487999999994,0.0018388641599999995,0.0012872049119999995,0.0009010434383999996,0.0006307304068799997
