ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Gas Power Plant (CCGT),Benin,PJ/y,4.385711519999999,3.069998063999999,2.1489986447999994,1.5042990513599994,1.0530093359519994,0.7371065351663996,0.5159745746164797
Light Fuel Oil Power Plant,Benin,PJ/y,0.63072,0.44150399999999995,0.30905279999999996,0.21633695999999997,0.15143587199999997,0.10600511039999998,0.07420357727999997
