,RegionName,ProcessName,Timeslice,electricity,gas,heat,CO2f,wind
0,Kenya,electricity_demand,1,23.97875,0,0,0,0
1,Kenya,electricity_demand,2,24.97875,0,0,0,0
2,Kenya,electricity_demand,3,23.97875,0,0,0,0
3,Kenya,electricity_demand,4,23.97875,0,0,0,0
4,Kenya,electricity_demand,5,23.97875,0,0,0,0
5,Kenya,electricity_demand,6,23.97875,0,0,0,0
6,Kenya,electricity_demand,7,23.97875,0,0,0,0
7,Kenya,electricity_demand,8,23.97875,0,0,0,0
