ProcessName,RegionName,Time,ObjSort,month,day,hour,UtilizationFactor,MinimumServiceFactor
Utility scale PV with 2 hour storage,Kenya,2015,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2015,upper,autumn,all-week,day,0.318684066,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2020,upper,autumn,all-week,day,0.318684066,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2025,upper,autumn,all-week,day,0.318684066,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2030,upper,autumn,all-week,day,0.318684066,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2040,upper,autumn,all-week,day,0.318684066,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,winter,all-week,night,0.055853395,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,winter,all-week,day,0.33512037,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,spring,all-week,night,0.050336353,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,spring,all-week,day,0.302018116,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,summer,all-week,night,0.051534722,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,summer,all-week,day,0.309208333,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,autumn,all-week,night,0.053114011,0
Utility scale PV with 2 hour storage,Kenya,2050,upper,autumn,all-week,day,0.318684066,0
