ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Biomass Power Plant,Senegal,PJ/y,4562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Senegal,PJ/y,17958.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Fuel Oil Power Plant,Senegal,PJ/y,246605.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil Fired Gas Turbine (SCGT),Senegal,PJ/y,3212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Distributed with Storage),Senegal,PJ/y,1795.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Utility),Senegal,PJ/y,1646.1499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
