ProcessName,RegionName,Time,Level,CO2f,biomass,coal,gas,geothermal,hydro,oil,solar,uranium,wind,electricity
Unit,-,Year,-,kt/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ
Crude Oil Refinery Option 1,Liberia,2020,fixed,7.33e-11,0,0,0,0,0,0,0,0,0,1
Crude Oil Refinery Option 2,Liberia,2020,fixed,7.33e-11,0,0,0,0,0,0,0,0,0,1
