,commodity,region,technology,year,supply
0,electricity,Kenya-edited,Biomass Power Plant,2030,5.56300000000
1,electricity,Kenya-edited,Biomass Power Plant,2035,3.89410000000
2,electricity,Kenya-edited,Biomass Power Plant,2035,90.47850000000
3,electricity,Kenya-edited,Coal Power Plant,2035,46.06500000000
4,electricity,Kenya-edited,Geothermal Power Plant,2030,272.74320000000
5,electricity,Kenya-edited,Geothermal Power Plant,2035,260.46720000000
6,electricity,Kenya-edited,Geothermal Power Plant,2030,216.02810000000
7,electricity,Kenya-edited,Geothermal Power Plant,2035,216.02810000000
8,electricity,Kenya-edited,Geothermal Power Plant,2035,351.27250000000
9,electricity,Kenya-edited,Large Hydropower Plant (Dam) (>100MW),2030,29.56800000000
10,electricity,Kenya-edited,Large Hydropower Plant (Dam) (>100MW),2035,20.69760000000
11,electricity,Kenya-edited,Light Fuel Oil Power Plant,2030,28.43290000000
12,electricity,Kenya-edited,Light Fuel Oil Power Plant,2035,19.90300000000
13,electricity,Kenya-edited,Medium Hydropower Plant (10-100MW),2030,14.74250000000
14,electricity,Kenya-edited,Medium Hydropower Plant (10-100MW),2035,10.31980000000
15,electricity,Kenya-edited,Oil Fired Gas Turbine (SCGT),2030,44.20690000000
16,electricity,Kenya-edited,Oil Fired Gas Turbine (SCGT),2035,30.94480000000
17,electricity,Kenya-edited,Onshore Wind,2030,7.55610000000
18,electricity,Kenya-edited,Onshore Wind,2035,5.28920000000
19,electricity,Kenya-edited,Solar PV (Distributed with Storage),2030,0.86300000000
20,electricity,Kenya-edited,Solar PV (Distributed with Storage),2035,0.60410000000
21,electricity,Kenya-edited,Solar PV (Utility),2030,0.46920000000
22,electricity,Kenya-edited,Solar PV (Utility),2035,0.32840000000
