ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Coal Power Plant,Botswana,PJ/y,23.525855999999997,16.468099199999997,11.527669439999997,8.069368607999998,5.648558025599998,3.9539906179199984,2.7677934325439986
Solar PV (Distributed with Storage),Botswana,PJ/y,0.05077296,0.035541072,0.0248787504,0.01741512528,0.012190587695999998,0.008533411387199999,0.0059733879710399986
