lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
ARG1PWRHYD003,ARG,PWRHYD003,1,GENERALSANMAR209,80.0,1950,0.006
ARG2PWRHYD003,ARG,PWRHYD003,2,GUILLERMOCESPE212,80.0,1963,0.005
ARG8PWRHYD001,ARG,PWRHYD001,8,H,80.0,1999,0.285
ARG3PWRHYD003,ARG,PWRHYD003,3,JULIANROMERO217,80.0,1974,0.006
ARG12PWRHYD002,ARG,PWRHYD002,12,LASMADERAS223,80.0,1974,0.03
ARG13PWRHYD002,ARG,PWRHYD002,13,LAVIA222,80.0,1958,0.016
ARG4PWRHYD003,ARG,PWRHYD003,4,LOSCORONELES224,80.0,1970,0.007
ARG14PWRHYD002,ARG,PWRHYD002,14,LOSMOLINOSI225,80.0,1957,0.059
ARG5PWRHYD003,ARG,PWRHYD003,5,LOSMOLINOSII226,80.0,1958,0.005
ARG6PWRHYD003,ARG,PWRHYD003,6,LOSQUIROGA227,80.0,1963,0.003
ARG9PWRHYD001,ARG,PWRHYD001,9,LOSREYUNOS228,80.0,1983,0.224
ARG15PWRHYD002,ARG,PWRHYD002,15,NIHUILI237,80.0,1957,0.074
ARG10PWRHYD001,ARG,PWRHYD001,10,NIHUILII238,80.0,1968,0.133
ARG16PWRHYD002,ARG,PWRHYD002,16,NIHUILIII239,80.0,1972,0.052
ARG17PWRHYD002,ARG,PWRHYD002,17,NIHUILIV240,80.0,1965,0.022
ARG11PWRHYD001,ARG,PWRHYD001,11,PIEDRADELAGUI258,80.0,1994,1.4
ARG7PWRHYD003,ARG,PWRHYD003,7,PIEDRASMORAS259,80.0,1995,0.006
ARG12PWRHYD001,ARG,PWRHYD001,12,PLANICIEBANDER262,80.0,1979,0.472
ARG18PWRHYD002,ARG,PWRHYD002,18,PUEBLOVIEJO265,80.0,1967,0.019
ARG19PWRHYD002,ARG,PWRHYD002,19,QUEBRADADEULL269,80.0,1981,0.045
ARG20PWRHYD002,ARG,PWRHYD002,20,RIOCORRALITO270,80.0,1962,0.013
ARG13PWRHYD001,ARG,PWRHYD001,13,RIOGRANDE272,80.0,1986,0.75
ARG21PWRHYD002,ARG,PWRHYD002,21,RIOHONDO273,80.0,1976,0.019
ARG8PWRHYD003,ARG,PWRHYD003,8,SALTOANDERSEN274,80.0,2012,0.008
ARG14PWRHYD001,ARG,PWRHYD001,14,SALTOGRANDEM275,80.0,1980,0.945
ARG22PWRHYD002,ARG,PWRHYD002,22,SANROQUE280,80.0,1944,0.026
ARG23PWRHYD002,ARG,PWRHYD002,23,ULLUM288,80.0,1974,0.042
ARG15PWRHYD001,ARG,PWRHYD001,15,URUGUAI289,80.0,1991,0.12
ARG16PWRHYD001,ARG,PWRHYD001,16,YACYRETA294,80.0,1996,1.552
ARG0PWRNUC,ARG,PWRNUC,0,ATUCHAI73,60.0,1974,0.37
ARG1PWRNUC,ARG,PWRNUC,1,ATUCHAII74,60.0,2014,0.746
ARG2PWRNUC,ARG,PWRNUC,2,EMBALSE198,60.0,1984,0.648
ARG0PWROHC002,ARG,PWROHC002,0,ALMIRANTEBROWN68,30.0,1996,0.025
ARG1PWROHC002,ARG,PWROHC002,1,ALUMINE70,30.0,1996,0.002
ARG2PWROHC002,ARG,PWROHC002,2,BANDERA75,30.0,1996,0.031
ARG3PWROHC002,ARG,PWROHC002,3,BARILOCHEPUER76,30.0,1996,0.006
ARG4PWROHC002,ARG,PWROHC002,4,BERNARDODEIR78,30.0,1996,0.002
ARG5PWROHC002,ARG,PWROHC002,5,CAACATI81,30.0,1996,0.001
ARG6PWROHC002,ARG,PWROHC002,6,CACHI84,30.0,1996,0.001
ARG7PWROHC002,ARG,PWROHC002,7,CAFAYATE85,30.0,1996,0.004
ARG8PWROHC002,ARG,PWROHC002,8,CAPITALCATAMAR86,30.0,1996,0.006
ARG9PWROHC002,ARG,PWROHC002,9,CAPITALCATAMAR87,30.0,1996,0.007
ARG10PWROHC002,ARG,PWROHC002,10,CAPITALCATAMAR88,30.0,1996,0.005
ARG11PWROHC002,ARG,PWROHC002,11,CENTRALPARQUE93,30.0,1996,0.011
ARG12PWROHC002,ARG,PWROHC002,12,CENTRALTERMICA100,30.0,2010,0.03
ARG13PWROHC002,ARG,PWROHC002,13,CENTRALTERMICA101,30.0,1996,0.025
ARG14PWROHC002,ARG,PWROHC002,14,CHILECITO106,30.0,1996,0.005
ARG15PWROHC002,ARG,PWROHC002,15,COMANDANTEANDR109,30.0,1996,0.002
ARG16PWROHC002,ARG,PWROHC002,16,CORRIENTES112,30.0,1996,0.001
ARG17PWROHC002,ARG,PWROHC002,17,CRUZDELEJE115,30.0,1943,0.005
ARG18PWROHC002,ARG,PWROHC002,18,CTAATUYA121,30.0,1996,0.019
ARG19PWROHC002,ARG,PWROHC002,19,CTAATUYAII122,30.0,1996,0.012
ARG20PWROHC002,ARG,PWROHC002,20,CTALEM117,30.0,1996,0.015
ARG21PWROHC002,ARG,PWROHC002,21,CTALUMINE118,30.0,1996,0.006
ARG22PWROHC002,ARG,PWROHC002,22,CTARISTOBULOD119,30.0,1996,0.015
ARG23PWROHC002,ARG,PWROHC002,23,CTARRECIFES120,30.0,1996,0.02
ARG24PWROHC002,ARG,PWROHC002,24,CTBARILOCHE123,30.0,1996,0.02
ARG25PWROHC002,ARG,PWROHC002,25,CTBELLVILLE124,30.0,1996,0.016
ARG26PWROHC002,ARG,PWROHC002,26,CTCAPITANSARM126,30.0,1996,0.005
ARG27PWROHC002,ARG,PWROHC002,27,CTCATAMARCA127,30.0,1996,0.019
ARG28PWROHC002,ARG,PWROHC002,28,CTCAVIAHUE128,30.0,1996,0.005
ARG29PWROHC002,ARG,PWROHC002,29,CTCERES129,30.0,1996,0.018
ARG30PWROHC002,ARG,PWROHC002,30,CTCHARATA130,30.0,1996,0.019
ARG31PWROHC002,ARG,PWROHC002,31,CTCHILECITO131,30.0,1996,0.01
ARG32PWROHC002,ARG,PWROHC002,32,CTCIPOLLETTI132,30.0,1996,0.005
ARG33PWROHC002,ARG,PWROHC002,33,CTCOLONBUENOS133,30.0,1996,0.015
ARG34PWROHC002,ARG,PWROHC002,34,CTCORRIENTES135,30.0,1996,0.02
ARG35PWROHC002,ARG,PWROHC002,35,CTESQUINA138,30.0,1996,0.017
ARG36PWROHC002,ARG,PWROHC002,36,CTFORMOSAII139,30.0,1996,0.03
ARG37PWROHC002,ARG,PWROHC002,37,CTGENERALVILL140,30.0,1996,0.023
ARG38PWROHC002,ARG,PWROHC002,38,CTGOYA141,30.0,1996,0.013
ARG39PWROHC002,ARG,PWROHC002,39,CTINGENIEROJU143,30.0,1996,0.004
ARG40PWROHC002,ARG,PWROHC002,40,CTINTACATAMAR144,30.0,1996,0.007
ARG41PWROHC002,ARG,PWROHC002,41,CTISLAVERDE145,30.0,1996,0.025
ARG42PWROHC002,ARG,PWROHC002,42,CTJUANJOSECA146,30.0,1996,0.015
ARG43PWROHC002,ARG,PWROHC002,43,CTJUNIN147,30.0,1996,0.022
ARG44PWROHC002,ARG,PWROHC002,44,CTLAGUNABLANC151,30.0,1996,0.007
ARG45PWROHC002,ARG,PWROHC002,45,CTLAPLATA148,30.0,1996,0.04
ARG46PWROHC002,ARG,PWROHC002,46,CTLARIOJADEL149,30.0,1996,0.019
ARG47PWROHC002,ARG,PWROHC002,47,CTLARIOJASUR150,30.0,1996,0.01
ARG48PWROHC002,ARG,PWROHC002,48,CTLASPALMAS154,30.0,1996,0.006
ARG49PWROHC002,ARG,PWROHC002,49,CTLIBERTADORG155,30.0,1996,0.015
ARG50PWROHC002,ARG,PWROHC002,50,CTLINCOLN156,30.0,1996,0.015
ARG51PWROHC002,ARG,PWROHC002,51,CTLOBOS157,30.0,1996,0.016
ARG52PWROHC002,ARG,PWROHC002,52,CTMAGDALENA158,30.0,1996,0.025
ARG53PWROHC002,ARG,PWROHC002,53,CTMEDANITOSR160,30.0,1996,0.032
ARG54PWROHC002,ARG,PWROHC002,54,CTMIRAMARI161,30.0,1996,0.02
ARG55PWROHC002,ARG,PWROHC002,55,CTORAN163,30.0,1996,0.015
ARG56PWROHC002,ARG,PWROHC002,56,CTPARQUEINDUS165,30.0,1996,0.015
ARG57PWROHC002,ARG,PWROHC002,57,CTPASODELAP166,30.0,1996,0.007
ARG58PWROHC002,ARG,PWROHC002,58,CTPEHUAJO167,30.0,1996,0.022
ARG59PWROHC002,ARG,PWROHC002,59,CTPIRANE169,30.0,1996,0.016
ARG60PWROHC002,ARG,PWROHC002,60,CTRAFAELA171,30.0,1996,0.019
ARG61PWROHC002,ARG,PWROHC002,61,CTREALICO172,30.0,1996,0.024
ARG62PWROHC002,ARG,PWROHC002,62,CTSAENZPEA174,30.0,1996,0.02
ARG63PWROHC002,ARG,PWROHC002,63,CTSAENZPEA175,30.0,1996,0.015
ARG64PWROHC002,ARG,PWROHC002,64,CTSALTO176,30.0,1996,0.023
ARG65PWROHC002,ARG,PWROHC002,65,CTSANMARTINN177,30.0,1996,0.005
ARG66PWROHC002,ARG,PWROHC002,66,CTSANMIGUELN179,30.0,1996,0.012
ARG67PWROHC002,ARG,PWROHC002,67,CTSANTAROSA180,30.0,1996,0.006
ARG68PWROHC002,ARG,PWROHC002,68,CTTARTAGAL181,30.0,1996,0.01
ARG69PWROHC002,ARG,PWROHC002,69,CTTEREVINTOS182,30.0,1996,0.008
ARG70PWROHC002,ARG,PWROHC002,70,CTTINOGASTA183,30.0,1996,0.015
ARG71PWROHC002,ARG,PWROHC002,71,CTVENADOTUERT185,30.0,1996,0.019
ARG72PWROHC002,ARG,PWROHC002,72,CTVIALE186,30.0,1996,0.01
ARG73PWROHC002,ARG,PWROHC002,73,CTVILLAANGELA187,30.0,1996,0.015
ARG74PWROHC002,ARG,PWROHC002,74,CTVILLAREGINA188,30.0,1996,0.005
ARG75PWROHC002,ARG,PWROHC002,75,C,30.0,1996,0.032
ARG76PWROHC002,ARG,PWROHC002,76,C,30.0,1996,0.028
ARG77PWROHC002,ARG,PWROHC002,77,Capacity Scaler,30.0,1996,0.40455391100000004
ARG78PWROHC002,ARG,PWROHC002,78,ESQUINA200,30.0,1996,0.002
ARG79PWROHC002,ARG,PWROHC002,79,GOYA210,30.0,1996,0.001
ARG80PWROHC002,ARG,PWROHC002,80,ISLAVERDE214,30.0,1996,0.003
ARG81PWROHC002,ARG,PWROHC002,81,ITAIBATE215,30.0,1996,0.001
ARG82PWROHC002,ARG,PWROHC002,82,ITUZAINGO216,30.0,1996,0.001
ARG83PWROHC002,ARG,PWROHC002,83,LACRUZ218,30.0,1996,0.001
ARG84PWROHC002,ARG,PWROHC002,84,LARIOJA220,30.0,1996,0.042
ARG85PWROHC002,ARG,PWROHC002,85,MBURUCUYA233,30.0,1996,0.001
ARG86PWROHC002,ARG,PWROHC002,86,MERCEDES234,30.0,1996,0.002
ARG87PWROHC002,ARG,PWROHC002,87,NUEVAESPERANZA241,30.0,1996,0.003
ARG88PWROHC002,ARG,PWROHC002,88,ORENSE244,30.0,1996,0.002
ARG89PWROHC002,ARG,PWROHC002,89,PASODELOSLIB253,30.0,1996,0.002
ARG90PWROHC002,ARG,PWROHC002,90,PERUGORRIA255,30.0,1996,0.001
ARG91PWROHC002,ARG,PWROHC002,91,SANMARTINDEL277,30.0,1996,0.004
ARG92PWROHC002,ARG,PWROHC002,92,SANPEDRO279,30.0,1996,0.002
ARG93PWROHC002,ARG,PWROHC002,93,SANTAISABEL281,30.0,1996,0.002
ARG94PWROHC002,ARG,PWROHC002,94,SANTOTOME282,30.0,1996,0.003
ARG95PWROHC002,ARG,PWROHC002,95,TOSTADO287,30.0,1996,0.003
ARG96PWROHC002,ARG,PWROHC002,96,VENADOTUERTO290,30.0,1996,0.009
ARG0PWROTH001,ARG,PWROTH001,0,AGUADELCAJON64,30.0,1997,0.48
ARG1PWROTH001,ARG,PWROTH001,1,PARANA245,30.0,2001,0.846
ARG0PWRSOL001,ARG,PWRSOL001,0,CHIMBERA1107,20.0,2014,0.002
ARG1PWRSOL001,ARG,PWRSOL001,1,PLANTAPILOTOF263,20.0,2014,0.001
ARG0PWRWND001,ARG,PWRWND001,0,COMODORORIVADA111,20.0,2009,0.017
ARG1PWRWND001,ARG,PWRWND001,1,Capacity Scaler,20.0,2009,0.06731999999999999
ARG2PWRWND001,ARG,PWRWND001,2,GENERALACHA207,20.0,2009,0.002
ARG3PWRWND001,ARG,PWRWND001,3,MAYORBURATOVIC232,20.0,2009,0.002
ARG4PWRWND001,ARG,PWRWND001,4,PARQUEEOLICOA246,20.0,2009,0.025
ARG5PWRWND001,ARG,PWRWND001,5,PARQUEEOLICOA247,20.0,2009,0.025
ARG6PWRWND001,ARG,PWRWND001,6,PARQUEEOLICOD248,20.0,2009,0.006
ARG7PWRWND001,ARG,PWRWND001,7,PARQUEEOLICOE249,20.0,2009,0.003
ARG8PWRWND001,ARG,PWRWND001,8,PARQUEEOLICOL250,20.0,2009,0.05
ARG9PWRWND001,ARG,PWRWND001,9,PARQUEEOLICOR251,20.0,2009,0.049
ARG10PWRWND001,ARG,PWRWND001,10,PARQUEEOLICOR252,20.0,2009,0.029
ARG11PWRWND001,ARG,PWRWND001,11,PICOTRUNCADO256,20.0,2009,0.002
ARG12PWRWND001,ARG,PWRWND001,12,PUNTAALTACE268,20.0,2009,0.002
