lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
ARG0PWRBIO001,ARG,PWRBIO001,0,Capacity Scaler,30.0,2001,0.66
ARG0PWRCOA001,ARG,PWRCOA001,0,CENTRALBAHIAB91,30.0,1990,0.621
ARG1PWRCOA001,ARG,PWRCOA001,1,CENTRALTERMICA98,30.0,1993,0.362
ARG2PWRCOA001,ARG,PWRCOA001,2,COSTANERA113,30.0,1984,1.981
ARG3PWRCOA001,ARG,PWRCOA001,3,CTECOENERGIA136,30.0,1997,0.013
ARG4PWRCOA001,ARG,PWRCOA001,4,Capacity Scaler,30.0,1997,1.6385376402
ARG5PWRCOA001,ARG,PWRCOA001,5,NECOCHEA236,30.0,1969,0.206
ARG6PWRCOA001,ARG,PWRCOA001,6,PILARZANICHELL261,30.0,1971,0.216
ARG7PWRCOA001,ARG,PWRCOA001,7,PUERTONUEVO267,30.0,1966,0.59
ARG8PWRCOA001,ARG,PWRCOA001,8,SANNICOLAS278,30.0,1965,0.645
ARG9PWRCOA001,ARG,PWRCOA001,9,SORRENTO283,30.0,1962,0.226
ARG0PWRNGS001,ARG,PWRNGS001,0,AGUADELCAJON65,30.0,1994,0.192
ARG0PWRNGS002,ARG,PWRNGS002,0,ALTOVALLE69,30.0,1969,0.098
ARG1PWRNGS001,ARG,PWRNGS001,1,CENTRALLOMADE92,30.0,2000,0.54
ARG2PWRNGS001,ARG,PWRNGS001,2,CENTRALTERMICA96,30.0,2013,0.28
ARG3PWRNGS001,ARG,PWRNGS001,3,CENTRALTERMICA97,30.0,1999,0.644
ARG1PWRNGS002,ARG,PWRNGS002,1,CENTRALTERMICA99,30.0,1994,0.032
ARG4PWRNGS001,ARG,PWRNGS001,4,CENTRALTERMOEL102,30.0,1994,0.524
ARG5PWRNGS001,ARG,PWRNGS001,5,CENTRALTERMOEL103,30.0,2009,0.867
ARG6PWRNGS001,ARG,PWRNGS001,6,CENTRALTERMOEL104,30.0,2009,0.864
ARG7PWRNGS001,ARG,PWRNGS001,7,CENTRALT,30.0,1998,0.674
ARG8PWRNGS001,ARG,PWRNGS001,8,CENTRALT,30.0,1994,0.165
ARG9PWRNGS001,ARG,PWRNGS001,9,COMODORORIVADA110,30.0,1990,0.141
ARG2PWRNGS002,ARG,PWRNGS002,2,CRUZDEPIEDRA114,30.0,1969,0.018
ARG3PWRNGS002,ARG,PWRNGS002,3,CT13DEJULIO116,30.0,1994,0.026
ARG4PWRNGS002,ARG,PWRNGS002,4,CTBRAGADO125,30.0,1994,0.05
ARG5PWRNGS002,ARG,PWRNGS002,5,CTCONCEPCIOND134,30.0,1994,0.042
ARG10PWRNGS001,ARG,PWRNGS001,10,CTENSENADADE137,30.0,1994,0.568
ARG6PWRNGS002,ARG,PWRNGS002,6,CTINDEPENDENCI142,30.0,1995,0.12
ARG7PWRNGS002,ARG,PWRNGS002,7,CTLASARMAS152,30.0,1994,0.01
ARG8PWRNGS002,ARG,PWRNGS002,8,CTLASARMASII153,30.0,1994,0.023
ARG9PWRNGS002,ARG,PWRNGS002,9,CTMATHEU159,30.0,1994,0.041
ARG10PWRNGS002,ARG,PWRNGS002,10,CTOLAVARRIA162,30.0,1994,0.039
ARG11PWRNGS002,ARG,PWRNGS002,11,CTPARANA164,30.0,1994,0.04
ARG12PWRNGS002,ARG,PWRNGS002,12,CTPINAMAR168,30.0,1994,0.021
ARG11PWRNGS001,ARG,PWRNGS001,11,CTPLUSPETROLN170,30.0,2003,0.246
ARG13PWRNGS002,ARG,PWRNGS002,13,CTROCA173,30.0,1995,0.13
ARG12PWRNGS001,ARG,PWRNGS001,12,CTSANMIGUELD178,30.0,2000,0.397
ARG13PWRNGS001,ARG,PWRNGS001,13,CTTUCUMAN184,30.0,1998,0.438
ARG14PWRNGS001,ARG,PWRNGS001,14,Capacity Scaler,30.0,1994,4.3993794493
ARG14PWRNGS002,ARG,PWRNGS002,14,DEANFUNES190,30.0,1967,0.07
ARG15PWRNGS002,ARG,PWRNGS002,15,DIQUE191,30.0,1969,0.068
ARG15PWRNGS001,ARG,PWRNGS001,15,DOCKSUD192,30.0,1999,0.873
ARG16PWRNGS001,ARG,PWRNGS001,16,EXCENTRALBUEN201,30.0,1994,0.321
ARG16PWRNGS002,ARG,PWRNGS002,16,FILOMORADO202,30.0,1994,0.068
ARG17PWRNGS002,ARG,PWRNGS002,17,GENERACIONFRIA206,30.0,2015,0.06
ARG18PWRNGS002,ARG,PWRNGS002,18,GENERALLEVALLE208,30.0,1994,0.073
ARG19PWRNGS002,ARG,PWRNGS002,19,GOYAELECTROPA211,30.0,1994,0.017
ARG20PWRNGS002,ARG,PWRNGS002,20,LAPLATACOGENE219,30.0,1997,0.128
ARG21PWRNGS002,ARG,PWRNGS002,21,LATABLADA221,30.0,1969,0.022
ARG17PWRNGS001,ARG,PWRNGS001,17,LUJANDECUYO229,30.0,1988,0.55
ARG22PWRNGS002,ARG,PWRNGS002,22,MARDEAJO230,30.0,1994,0.034
ARG18PWRNGS001,ARG,PWRNGS001,18,MARDELPLATA231,30.0,1994,0.201
ARG19PWRNGS001,ARG,PWRNGS001,19,MODESTOMARANZA235,30.0,2003,0.25
ARG20PWRNGS001,ARG,PWRNGS001,20,NUEVOPUERTO242,30.0,1988,1.216
ARG23PWRNGS002,ARG,PWRNGS002,23,OBERATGN21243,30.0,1994,0.017
ARG24PWRNGS002,ARG,PWRNGS002,24,PATAGONIA254,30.0,2001,0.124
ARG25PWRNGS002,ARG,PWRNGS002,25,PICOTRUNCADOI257,30.0,1994,0.046
ARG21PWRNGS001,ARG,PWRNGS001,21,PILARBICENTEN260,30.0,2010,0.468
ARG26PWRNGS002,ARG,PWRNGS002,26,PRESIDENTESARM264,30.0,1994,0.032
ARG27PWRNGS002,ARG,PWRNGS002,27,PUERTOMADRYN266,30.0,1994,0.042
ARG28PWRNGS002,ARG,PWRNGS002,28,RIOCUARTO271,30.0,1975,0.036
ARG29PWRNGS002,ARG,PWRNGS002,29,SANFRANCISCO276,30.0,1979,0.04
ARG22PWRNGS001,ARG,PWRNGS001,22,SUDOESTE284,30.0,1981,0.14
ARG30PWRNGS002,ARG,PWRNGS002,30,TARTAGAL285,30.0,1994,0.017
ARG23PWRNGS001,ARG,PWRNGS001,23,TENARISSIDERCA286,30.0,1998,0.163
ARG31PWRNGS002,ARG,PWRNGS002,31,VILLAGESELL291,30.0,1994,0.13
ARG32PWRNGS002,ARG,PWRNGS002,32,VILLAMARIALA292,30.0,1971,0.048
ARG24PWRNGS001,ARG,PWRNGS001,24,VUELTADEOBLIG293,30.0,1994,0.56
ARG0PWRHYD001,ARG,PWRHYD001,0,AGUADELTORO66,80.0,1982,0.13
ARG1PWRHYD001,ARG,PWRHYD001,1,ALICURA67,80.0,1987,1.05
ARG0PWRHYD002,ARG,PWRHYD002,0,ALVAREZCONDARC71,80.0,2003,0.051
ARG2PWRHYD001,ARG,PWRHYD001,2,ARROYITO72,80.0,1977,0.128
ARG1PWRHYD002,ARG,PWRHYD002,1,BENJAMINREOLIN77,80.0,1966,0.038
ARG3PWRHYD001,ARG,PWRHYD001,3,CABRACORRAL82,80.0,1978,0.102
ARG4PWRHYD001,ARG,PWRHYD001,4,CACHEUTANUEVA83,80.0,2002,0.12
ARG2PWRHYD002,ARG,PWRHYD002,2,CASADEPIEDRA89,80.0,1996,0.06
ARG3PWRHYD002,ARG,PWRHYD002,3,CASSAFFOUSTH90,80.0,1953,0.017
ARG5PWRHYD001,ARG,PWRHYD001,5,CHLOSCARACOLE105,80.0,2009,0.121
ARG0PWRHYD003,ARG,PWRHYD003,0,CIPOLLETTI108,80.0,1954,0.006
ARG4PWRHYD002,ARG,PWRHYD002,4,CUESTADELVIEN189,80.0,1997,0.011
ARG5PWRHYD002,ARG,PWRHYD002,5,ELCADILLAL193,80.0,1966,0.014
ARG6PWRHYD002,ARG,PWRHYD002,6,ELCARRIZAL194,80.0,1971,0.017
ARG6PWRHYD001,ARG,PWRHYD001,6,ELCHOCON195,80.0,1976,1.2
ARG7PWRHYD002,ARG,PWRHYD002,7,ELTIGRE196,80.0,1989,0.014
ARG8PWRHYD002,ARG,PWRHYD002,8,ELTUNAL197,80.0,1972,0.011
ARG9PWRHYD002,ARG,PWRHYD002,9,ESCABA199,80.0,1956,0.024
ARG10PWRHYD002,ARG,PWRHYD002,10,FITZSIMON203,80.0,1943,0.011
ARG11PWRHYD002,ARG,PWRHYD002,11,FLORENTINOAMEG204,80.0,1963,0.06
ARG7PWRHYD001,ARG,PWRHYD001,7,FUTALEUFU205,80.0,1978,0.472
