ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045
Gas Power Plant (CCGT),Libya,PJ/y,209.3382072,205.151443056,201.04841419488,197.02744591098238,193.08689699276272,189.22515905290746
Gas Power Plant (SCGT),Libya,PJ/y,65.6352,64.322496,63.03604608,61.775325158399994,60.53981865523199,59.32902228212735
Oil Fired Gas Turbine (SCGT),Libya,PJ/y,5.9266727999999995,5.808139344,5.691976557119999,5.5781370259775995,5.466574285458047,5.357242799748886
Solar PV (Distributed with Storage),Libya,PJ/y,0.1582056,0.155041488,0.15194065824,0.1489018450752,0.145923808173696,0.14300533201022206
