ProcessName,Time,UtilizationFactor,day,season,MinimumServiceFactor,RegionName,ObjSort
CSP with Storage,2020,0.45,night,autumn,0,Sudan,Upper
CSP with Storage,2020,0.45,day,autumn,0,Sudan,Upper
CSP with Storage,2025,0.45,night,winter,0,Sudan,Upper
CSP with Storage,2025,0.45,day,winter,0,Sudan,Upper
CSP with Storage,2025,0.45,night,spring,0,Sudan,Upper
CSP with Storage,2025,0.45,day,spring,0,Sudan,Upper
CSP with Storage,2025,0.45,night,summer,0,Sudan,Upper
CSP with Storage,2025,0.45,day,summer,0,Sudan,Upper
CSP with Storage,2025,0.45,night,autumn,0,Sudan,Upper
CSP with Storage,2025,0.45,day,autumn,0,Sudan,Upper
CSP with Storage,2030,0.45,night,winter,0,Sudan,Upper
CSP with Storage,2030,0.45,day,winter,0,Sudan,Upper
CSP with Storage,2030,0.45,night,spring,0,Sudan,Upper
CSP with Storage,2030,0.45,day,spring,0,Sudan,Upper
CSP with Storage,2030,0.45,night,summer,0,Sudan,Upper
CSP with Storage,2030,0.45,day,summer,0,Sudan,Upper
CSP with Storage,2030,0.45,night,autumn,0,Sudan,Upper
CSP with Storage,2030,0.45,day,autumn,0,Sudan,Upper
CSP with Storage,2040,0.45,night,winter,0,Sudan,Upper
CSP with Storage,2040,0.45,day,winter,0,Sudan,Upper
CSP with Storage,2040,0.45,night,spring,0,Sudan,Upper
CSP with Storage,2040,0.45,day,spring,0,Sudan,Upper
CSP with Storage,2040,0.45,night,summer,0,Sudan,Upper
CSP with Storage,2040,0.45,day,summer,0,Sudan,Upper
CSP with Storage,2040,0.45,night,autumn,0,Sudan,Upper
CSP with Storage,2040,0.45,day,autumn,0,Sudan,Upper
CSP with Storage,2050,0.45,night,winter,0,Sudan,Upper
CSP with Storage,2050,0.45,day,winter,0,Sudan,Upper
CSP with Storage,2050,0.45,night,spring,0,Sudan,Upper
CSP with Storage,2050,0.45,day,spring,0,Sudan,Upper
CSP with Storage,2050,0.45,night,summer,0,Sudan,Upper
CSP with Storage,2050,0.45,day,summer,0,Sudan,Upper
CSP with Storage,2050,0.45,night,autumn,0,Sudan,Upper
CSP with Storage,2050,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2015,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2015,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2015,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2015,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2015,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2015,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2015,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2015,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2020,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2020,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2020,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2020,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2020,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2020,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2020,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2020,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2025,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2025,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2025,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2025,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2025,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2025,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2025,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2025,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2030,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2030,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2030,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2030,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2030,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2030,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2030,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2030,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2040,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2040,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2040,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2040,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2040,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2040,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2040,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2040,0.45,day,autumn,0,Sudan,Upper
CSP without Storage,2050,0.45,night,winter,0,Sudan,Upper
CSP without Storage,2050,0.45,day,winter,0,Sudan,Upper
CSP without Storage,2050,0.45,night,spring,0,Sudan,Upper
CSP without Storage,2050,0.45,day,spring,0,Sudan,Upper
CSP without Storage,2050,0.45,night,summer,0,Sudan,Upper
CSP without Storage,2050,0.45,day,summer,0,Sudan,Upper
CSP without Storage,2050,0.45,night,autumn,0,Sudan,Upper
CSP without Storage,2050,0.45,day,autumn,0,Sudan,Upper
Coal Power Plant,2015,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2015,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2015,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2015,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2015,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2015,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2015,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2015,0.85,day,autumn,0,Sudan,Upper
Coal Power Plant,2020,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2020,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2020,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2020,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2020,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2020,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2020,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2020,0.85,day,autumn,0,Sudan,Upper
Coal Power Plant,2025,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2025,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2025,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2025,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2025,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2025,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2025,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2025,0.85,day,autumn,0,Sudan,Upper
Coal Power Plant,2030,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2030,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2030,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2030,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2030,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2030,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2030,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2030,0.85,day,autumn,0,Sudan,Upper
Coal Power Plant,2040,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2040,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2040,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2040,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2040,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2040,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2040,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2040,0.85,day,autumn,0,Sudan,Upper
Coal Power Plant,2050,0.85,night,winter,0,Sudan,Upper
Coal Power Plant,2050,0.85,day,winter,0,Sudan,Upper
Coal Power Plant,2050,0.85,night,spring,0,Sudan,Upper
Coal Power Plant,2050,0.85,day,spring,0,Sudan,Upper
Coal Power Plant,2050,0.85,night,summer,0,Sudan,Upper
Coal Power Plant,2050,0.85,day,summer,0,Sudan,Upper
Coal Power Plant,2050,0.85,night,autumn,0,Sudan,Upper
Coal Power Plant,2050,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2015,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2020,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2025,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2030,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2040,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (CCGT),2050,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2015,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2020,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2025,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2030,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2040,0.85,day,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,night,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,day,winter,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,night,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,day,spring,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,night,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,day,summer,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,night,autumn,0,Sudan,Upper
Gas Power Plant (SCGT),2050,0.85,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2015,0.79,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2020,0.79,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2025,0.79,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2030,0.79,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2040,0.79,day,autumn,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,night,winter,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,day,winter,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,night,spring,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,day,spring,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,night,summer,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,day,summer,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,night,autumn,0,Sudan,Upper
Geothermal Power Plant,2050,0.79,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2015,0.43,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2020,0.43,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2025,0.43,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2030,0.43,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2040,0.43,day,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,night,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,day,winter,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,night,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,day,spring,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,night,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,day,summer,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,night,autumn,0,Sudan,Upper
Large Hydropower Plant (Dam) (>100MW),2050,0.43,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,night,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,day,spring,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,night,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,day,summer,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,night,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2015,0.8,day,autumn,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,night,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,day,winter,0,Sudan,Upper
Light Fuel Oil Power Plant,2020,0.8,night,spring,0,Sudan,Upper
