ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
CSP without Storage,Morocco,PJ/y,21.75984,15.231888,10.662321599999999,7.463625119999999,5.224537583999999,3.657176308799999,2.560023416159999
Coal Power Plant,Morocco,PJ/y,82.65648671999999,57.85954070399999,40.50167849279999,28.35117494495999,19.845822461471993,13.892075723030395,9.724453006121276
Gas Power Plant (CCGT),Morocco,PJ/y,52.538976,36.7772832,25.74409824,18.020868768,12.6146081376,8.83022569632,6.181157987423999
Large Hydropower Plant (Dam) (>100MW),Morocco,PJ/y,38.063952,26.644766399999998,18.651336479999998,13.055935535999998,9.139154875199997,6.397408412639998,4.478185888847999
Medium Hydropower Plant (10-100MW),Morocco,PJ/y,14.285808,10.0000656,7.000045919999999,4.900032143999999,3.430022500799999,2.401015750559999,1.6807110253919992
Oil Fired Gas Turbine (SCGT),Morocco,PJ/y,10.659168,7.461417599999999,5.222992319999999,3.6560946239999987,2.5592662367999988,1.791486365759999,1.2540404560319993
Onshore Wind,Morocco,PJ/y,39.935613599999996,27.954929519999997,19.568450663999997,13.697915464799998,9.588540825359997,6.711978577751998,4.698385004426398
Small Hydropower Plant (<10MW),Morocco,PJ/y,0.252288,0.1766016,0.12362111999999999,0.08653478399999999,0.06057434879999999,0.04240204415999999,0.02968143091199999
Solar PV (Distributed with Storage),Morocco,PJ/y,0.7221743999999999,0.5055220799999999,0.3538654559999999,0.24770581919999993,0.17339407343999994,0.12137585140799995,0.08496309598559995
