ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Gas Power Plant (SCGT),Angola,PJ/y,130187.10499999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Angola,PJ/y,161216.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Fuel Oil Power Plant,Angola,PJ/y,95717.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Angola,PJ/y,13475.800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil Fired Gas Turbine (SCGT),Angola,PJ/y,6716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Distributed with Storage),Angola,PJ/y,1562.7840000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Utility),Angola,PJ/y,1635.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
