ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,Agent2
Onshore Wind,Kenya,2020,fixed,48.09431524547803,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2020,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2020,fixed,139.53488372093022,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2020,fixed,44.50904392764858,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Biomass Power Plant,Kenya,2015,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.5,1.0,0.35,0.1,energy,biomass,electricity,1.0
Biomass Power Plant,Kenya,2025,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.5,1.0,0.35,0.1,energy,biomass,electricity,1.0
Biomass Power Plant,Kenya,2030,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.5,1.0,0.35,0.1,energy,biomass,electricity,1.0
Biomass Power Plant,Kenya,2040,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.5,1.0,0.35,0.1,energy,biomass,electricity,1.0
Biomass Power Plant,Kenya,2050,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.5,1.0,0.35,0.1,energy,biomass,electricity,1.0
CSP with Storage,Kenya,2015,fixed,279.2312661498708,1.0,1.8724160206718343,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP with Storage,Kenya,2025,fixed,150.83979328165373,1.0,1.8724160206718343,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP with Storage,Kenya,2030,fixed,121.5439276485788,1.0,1.8724160206718343,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP with Storage,Kenya,2040,fixed,118.21705426356588,1.0,1.8724160206718343,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP with Storage,Kenya,2050,fixed,118.21705426356588,1.0,1.8724160206718343,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP without Storage,Kenya,2015,fixed,195.4457364341085,1.0,1.310723514211886,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP without Storage,Kenya,2025,fixed,105.58785529715762,1.0,1.310723514211886,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP without Storage,Kenya,2030,fixed,85.07751937984496,1.0,1.310723514211886,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP without Storage,Kenya,2040,fixed,82.75193798449612,1.0,1.310723514211886,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
CSP without Storage,Kenya,2050,fixed,82.75193798449612,1.0,1.310723514211886,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.45,1.0,1.0,0.1,energy,solar,electricity,1.0
Coal Power Plant,Kenya,2015,fixed,80.74935400516796,1.0,2.51937984496124,1.0,0.0,1.0,20000.0,20000.0,20000.0,35.0,0.85,1.0,0.37,0.1,energy,coal,electricity,1.0
Coal Power Plant,Kenya,2025,fixed,80.74935400516796,1.0,2.51937984496124,1.0,0.0,1.0,20000.0,20000.0,20000.0,35.0,0.85,1.0,0.37,0.1,energy,coal,electricity,1.0
Coal Power Plant,Kenya,2030,fixed,80.74935400516796,1.0,2.51937984496124,1.0,0.0,1.0,20000.0,20000.0,20000.0,35.0,0.85,1.0,0.37,0.1,energy,coal,electricity,1.0
Coal Power Plant,Kenya,2040,fixed,80.74935400516796,1.0,2.51937984496124,1.0,0.0,1.0,20000.0,20000.0,20000.0,35.0,0.85,1.0,0.37,0.1,energy,coal,electricity,1.0
Coal Power Plant,Kenya,2050,fixed,80.74935400516796,1.0,2.51937984496124,1.0,0.0,1.0,20000.0,20000.0,20000.0,35.0,0.85,1.0,0.37,0.1,energy,coal,electricity,1.0
Gas Power Plant (CCGT),Kenya,2015,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.85,1.0,0.48,0.1,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Kenya,2025,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.85,1.0,0.48,0.1,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Kenya,2030,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.85,1.0,0.48,0.1,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Kenya,2040,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.85,1.0,0.48,0.1,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Kenya,2050,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,30.0,0.85,1.0,0.48,0.1,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Kenya,2015,fixed,22.609819121447025,1.0,0.6459948320413436,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.85,1.0,0.3,0.1,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Kenya,2025,fixed,22.609819121447025,1.0,0.6459948320413436,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.85,1.0,0.3,0.1,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Kenya,2030,fixed,22.609819121447025,1.0,0.6459948320413436,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.85,1.0,0.3,0.1,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Kenya,2040,fixed,22.609819121447025,1.0,0.6459948320413436,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.85,1.0,0.3,0.1,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Kenya,2050,fixed,22.609819121447025,1.0,0.6459948320413436,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.85,1.0,0.3,0.1,energy,gas,electricity,1.0
Geothermal Power Plant,Kenya,2015,fixed,129.19896640826872,1.0,3.875968992248062,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.79,1.0,0.8,0.1,energy,geothermal,electricity,1.0
Geothermal Power Plant,Kenya,2025,fixed,129.19896640826872,1.0,3.875968992248062,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.79,1.0,0.8,0.1,energy,geothermal,electricity,1.0
Geothermal Power Plant,Kenya,2030,fixed,129.19896640826872,1.0,3.875968992248062,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.79,1.0,0.8,0.1,energy,geothermal,electricity,1.0
Geothermal Power Plant,Kenya,2040,fixed,129.19896640826872,1.0,3.875968992248062,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.79,1.0,0.8,0.1,energy,geothermal,electricity,1.0
Geothermal Power Plant,Kenya,2050,fixed,129.19896640826872,1.0,3.875968992248062,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.79,1.0,0.8,0.1,energy,geothermal,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Kenya,2015,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,100.0,1.0,0.1,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Kenya,2025,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,100.0,1.0,0.1,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Kenya,2030,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,100.0,1.0,0.1,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Kenya,2040,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,100.0,1.0,0.1,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Kenya,2050,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,100.0,1.0,0.1,energy,hydro,electricity,1.0
Light Fuel Oil Power Plant,Kenya,2015,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Kenya,2025,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Kenya,2030,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Kenya,2040,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Kenya,2050,fixed,38.75968992248062,1.0,1.1304909560723513,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Kenya,2015,fixed,24.224806201550386,1.0,0.7428940568475452,1.0,0.0,1.0,20000.0,20000.0,20000.0,10.0,0.3,0.001,0.16,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Kenya,2025,fixed,24.224806201550386,1.0,0.7428940568475452,1.0,0.0,1.0,20000.0,20000.0,20000.0,10.0,0.3,0.001,0.16,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Kenya,2030,fixed,24.224806201550386,1.0,0.7428940568475452,1.0,0.0,1.0,20000.0,20000.0,20000.0,10.0,0.3,0.001,0.16,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Kenya,2040,fixed,24.224806201550386,1.0,0.7428940568475452,1.0,0.0,1.0,20000.0,20000.0,20000.0,10.0,0.3,0.001,0.16,0.1,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Kenya,2050,fixed,24.224806201550386,1.0,0.7428940568475452,1.0,0.0,1.0,20000.0,20000.0,20000.0,10.0,0.3,0.001,0.16,0.1,energy,LFO,electricity,1.0
Medium Hydropower Plant (10-100MW),Kenya,2015,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Kenya,2025,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Kenya,2030,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Kenya,2040,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Kenya,2050,fixed,80.74935400516796,1.0,2.4224806201550386,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Nuclear Power Plant,Kenya,2015,fixed,198.22351421188628,1.0,5.946705426356589,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.85,1.0,0.33,0.1,energy,uranium,electricity,1.0
Nuclear Power Plant,Kenya,2025,fixed,198.22351421188628,1.0,5.946705426356589,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.85,1.0,0.33,0.1,energy,uranium,electricity,1.0
Nuclear Power Plant,Kenya,2030,fixed,198.22351421188628,1.0,5.946705426356589,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.85,1.0,0.33,0.1,energy,uranium,electricity,1.0
Nuclear Power Plant,Kenya,2040,fixed,198.22351421188628,1.0,5.946705426356589,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.85,1.0,0.33,0.1,energy,uranium,electricity,1.0
Nuclear Power Plant,Kenya,2050,fixed,198.22351421188628,1.0,5.946705426356589,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.85,1.0,0.33,0.1,energy,uranium,electricity,1.0
Offshore Wind,Kenya,2015,fixed,161.49870801033592,1.0,5.1324289405684755,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.45,1.0,1.0,0.1,energy,wind,electricity,1.0
Offshore Wind,Kenya,2025,fixed,97.57428940568475,1.0,5.1324289405684755,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.45,1.0,1.0,0.1,energy,wind,electricity,1.0
Offshore Wind,Kenya,2030,fixed,79.1343669250646,1.0,5.1324289405684755,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.45,1.0,1.0,0.1,energy,wind,electricity,1.0
Offshore Wind,Kenya,2040,fixed,73.48191214470283,1.0,5.1324289405684755,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.45,1.0,1.0,0.1,energy,wind,electricity,1.0
Offshore Wind,Kenya,2050,fixed,67.82945736434108,1.0,5.1324289405684755,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.45,1.0,1.0,0.1,energy,wind,electricity,1.0
Oil Fired Gas Turbine (SCGT),Kenya,2015,fixed,46.83462532299741,1.0,1.4534883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Kenya,2025,fixed,46.83462532299741,1.0,1.4534883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Kenya,2030,fixed,46.83462532299741,1.0,1.4534883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Kenya,2040,fixed,46.83462532299741,1.0,1.4534883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Kenya,2050,fixed,46.83462532299741,1.0,1.4534883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.8,1.0,0.35,0.1,energy,HFO,electricity,1.0
Onshore Wind,Kenya,2015,fixed,64.11498708010335,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Onshore Wind,Kenya,2025,fixed,38.468992248062015,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Onshore Wind,Kenya,2030,fixed,35.109819121447025,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Onshore Wind,Kenya,2040,fixed,30.13565891472868,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Onshore Wind,Kenya,2050,fixed,30.13565891472868,1.0,1.9237726098191215,1.0,0.0,1.0,20000.0,20000.0,20000.0,25.0,0.21,1.0,1.0,0.1,energy,wind,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2015,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2025,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2030,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2040,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Kenya,2050,fixed,96.89922480620154,1.0,2.9069767441860463,1.0,0.0,1.0,20000.0,20000.0,20000.0,50.0,0.48,10.0,1.0,0.1,energy,hydro,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2015,fixed,220.93023255813952,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2025,fixed,110.30361757105942,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2030,fixed,87.20930232558139,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2040,fixed,67.53875968992247,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Kenya,2050,fixed,67.53875968992247,1.0,2.7906976744186047,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2015,fixed,69.92894056847544,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2025,fixed,31.782945736434105,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2030,fixed,28.617571059431523,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2040,fixed,23.35271317829457,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
Solar PV (Utility),Kenya,2050,fixed,23.35271317829457,1.0,0.5784883720930232,1.0,0.0,1.0,20000.0,20000.0,20000.0,24.0,0.32,1.0,1.0,0.1,energy,solar,electricity,1.0
