ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045
Biomass Power Plant,Kenya,PJ/y,2.83824,2.7814752,2.725845696,2.67132878208,2.6179022064383997,2.5655441623096316
Geothermal Power Plant,Kenya,PJ/y,13.213583999999999,12.949312319999999,12.690326073599998,12.436519552127997,12.187789161085437,11.944033377863729
Large Hydropower Plant (Dam) (>100MW),Kenya,PJ/y,15.736464,15.42173472,15.1133000256,14.811034025087999,14.514813344586239,14.224517077694514
Light Fuel Oil Power Plant,Kenya,PJ/y,9.0666,8.885268,8.707562639999999,8.5334113872,8.362743159455999,8.195488296266879
Medium Hydropower Plant (10-100MW),Kenya,PJ/y,7.846156800000001,7.6892336640000005,7.53544899072,7.3847400109056,7.237045210687488,7.092304306473738
Oil Fired Gas Turbine (SCGT),Kenya,PJ/y,14.096592,13.814660159999999,13.5383669568,13.267599617663999,13.00224762531072,12.742202672804504
Onshore Wind,Kenya,PJ/y,9.776159999999999,9.580636799999999,9.389024064,9.201243582719998,9.017218711065599,8.836874336844287
Solar PV (Distributed with Storage),Kenya,PJ/y,1.19332224,1.1694557952,1.146066679296,1.12314534571008,1.1006824387958782,1.0786687900199607
Solar PV (Utility),Kenya,PJ/y,0.756864,0.74172672,0.7268921855999999,0.7123543418879998,0.6981072550502398,0.684145109949235
