Technology,Parameter,Value
"Total Recoverable Coal (mil. short tons, 2017)",Estimated Reserves,0
"Crude Oil Proven Reserves (billion barrels, 2019)",Estimated Reserves,0
"Natural Gas Proven Reserves (trillion cubic feet, 2019)",Estimated Reserves,0
192 MW wind potential used from IRENA WAPP report,Estimated Reserves,0
