,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2030,4.08710000000
1,electricity,Kenya,Biomass Power Plant,2035,2.45220000000
2,electricity,Kenya,Biomass Power Plant,2035,92.67490000000
3,electricity,Kenya,Coal Power Plant,2035,43.22130000000
4,electricity,Kenya,Geothermal Power Plant,2030,295.87430000000
5,electricity,Kenya,Geothermal Power Plant,2035,283.84890000000
6,electricity,Kenya,Geothermal Power Plant,2030,223.45620000000
7,electricity,Kenya,Geothermal Power Plant,2035,223.45620000000
8,electricity,Kenya,Geothermal Power Plant,2035,355.02390000000
9,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2030,21.72340000000
10,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2035,13.03410000000
11,electricity,Kenya,Light Fuel Oil Power Plant,2030,20.88940000000
12,electricity,Kenya,Light Fuel Oil Power Plant,2035,12.53370000000
13,electricity,Kenya,Medium Hydropower Plant (10-100MW),2030,10.83120000000
14,electricity,Kenya,Medium Hydropower Plant (10-100MW),2035,6.49870000000
15,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2030,32.47850000000
16,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2035,19.48710000000
17,electricity,Kenya,Onshore Wind,2030,5.55140000000
18,electricity,Kenya,Onshore Wind,2035,3.33080000000
19,electricity,Kenya,Solar PV (Distributed with Storage),2030,0.63400000000
20,electricity,Kenya,Solar PV (Distributed with Storage),2035,0.38040000000
21,electricity,Kenya,Solar PV (Utility),2030,0.34470000000
22,electricity,Kenya,Solar PV (Utility),2035,0.20680000000
