ProcessName,RegionName,Time,ObjSort,month,day,hour,UtilizationFactor,MinimumServiceFactor
Biomass Power Plant,Lesotho,2015,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2015,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2015,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2015,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2015,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2015,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2015,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2015,upper,autumn,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2020,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2020,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2020,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2020,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2020,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2020,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2020,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2020,upper,autumn,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2025,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2025,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2025,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2025,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2025,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2025,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2025,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2025,upper,autumn,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2030,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2030,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2030,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2030,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2030,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2030,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2030,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2030,upper,autumn,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2040,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2040,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2040,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2040,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2040,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2040,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2040,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2040,upper,autumn,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2050,upper,winter,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2050,upper,winter,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2050,upper,spring,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2050,upper,spring,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2050,upper,summer,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2050,upper,summer,all-week,day,0.5,0
Biomass Power Plant,Lesotho,2050,upper,autumn,all-week,night,0.5,0
Biomass Power Plant,Lesotho,2050,upper,autumn,all-week,day,0.5,0
CSP with Storage,Lesotho,2015,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2015,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2015,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2015,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2015,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2015,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2015,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2015,upper,autumn,all-week,day,0.45,0
CSP with Storage,Lesotho,2020,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2020,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2020,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2020,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2020,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2020,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2020,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2020,upper,autumn,all-week,day,0.45,0
CSP with Storage,Lesotho,2025,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2025,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2025,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2025,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2025,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2025,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2025,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2025,upper,autumn,all-week,day,0.45,0
CSP with Storage,Lesotho,2030,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2030,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2030,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2030,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2030,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2030,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2030,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2030,upper,autumn,all-week,day,0.45,0
CSP with Storage,Lesotho,2040,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2040,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2040,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2040,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2040,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2040,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2040,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2040,upper,autumn,all-week,day,0.45,0
CSP with Storage,Lesotho,2050,upper,winter,all-week,night,0.45,0
CSP with Storage,Lesotho,2050,upper,winter,all-week,day,0.45,0
CSP with Storage,Lesotho,2050,upper,spring,all-week,night,0.45,0
CSP with Storage,Lesotho,2050,upper,spring,all-week,day,0.45,0
CSP with Storage,Lesotho,2050,upper,summer,all-week,night,0.45,0
CSP with Storage,Lesotho,2050,upper,summer,all-week,day,0.45,0
CSP with Storage,Lesotho,2050,upper,autumn,all-week,night,0.45,0
CSP with Storage,Lesotho,2050,upper,autumn,all-week,day,0.45,0
CSP without Storage,Lesotho,2015,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2015,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2015,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2015,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2015,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2015,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2015,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2015,upper,autumn,all-week,day,0.452,0
CSP without Storage,Lesotho,2020,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2020,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2020,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2020,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2020,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2020,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2020,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2020,upper,autumn,all-week,day,0.452,0
CSP without Storage,Lesotho,2025,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2025,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2025,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2025,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2025,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2025,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2025,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2025,upper,autumn,all-week,day,0.452,0
CSP without Storage,Lesotho,2030,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2030,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2030,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2030,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2030,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2030,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2030,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2030,upper,autumn,all-week,day,0.452,0
CSP without Storage,Lesotho,2040,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2040,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2040,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2040,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2040,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2040,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2040,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2040,upper,autumn,all-week,day,0.452,0
CSP without Storage,Lesotho,2050,upper,winter,all-week,night,0.0,0
CSP without Storage,Lesotho,2050,upper,winter,all-week,day,0.452,0
CSP without Storage,Lesotho,2050,upper,spring,all-week,night,0.0,0
CSP without Storage,Lesotho,2050,upper,spring,all-week,day,0.452,0
CSP without Storage,Lesotho,2050,upper,summer,all-week,night,0.0,0
CSP without Storage,Lesotho,2050,upper,summer,all-week,day,0.452,0
CSP without Storage,Lesotho,2050,upper,autumn,all-week,night,0.0,0
CSP without Storage,Lesotho,2050,upper,autumn,all-week,day,0.452,0
Coal Power Plant,Lesotho,2015,upper,winter,all-week,night,0.85,0
Coal Power Plant,Lesotho,2015,upper,winter,all-week,day,0.85,0
Coal Power Plant,Lesotho,2015,upper,spring,all-week,night,0.85,0
Coal Power Plant,Lesotho,2015,upper,spring,all-week,day,0.85,0
Coal Power Plant,Lesotho,2015,upper,summer,all-week,night,0.85,0
Coal Power Plant,Lesotho,2015,upper,summer,all-week,day,0.85,0
Coal Power Plant,Lesotho,2015,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Lesotho,2015,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Lesotho,2020,upper,winter,all-week,night,0.85,0
Coal Power Plant,Lesotho,2020,upper,winter,all-week,day,0.85,0
Coal Power Plant,Lesotho,2020,upper,spring,all-week,night,0.85,0
