Unnamed: 0,RegionName,ProcessName,Timeslice,electricity,gas,heat,CO2f,wind
0,Djibouti,electricity_demand,1,5.979,0,0,0,0
1,Djibouti,electricity_demand,2,5.979,0,0,0,0
2,Djibouti,electricity_demand,3,5.979,0,0,0,0
3,Djibouti,electricity_demand,4,5.979,0,0,0,0
4,Djibouti,electricity_demand,5,5.979,0,0,0,0
5,Djibouti,electricity_demand,6,5.979,0,0,0,0
6,Djibouti,electricity_demand,7,5.979,0,0,0,0
7,Djibouti,electricity_demand,8,5.979,0,0,0,0
