ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Large Hydropower Plant (Dam) (>100MW),Mali,PJ/y,6.3072,3.7843199999999997,2.2705919999999997,1.3623551999999999,0.8174131199999999,0.4904478719999999,0.2942687231999999
Medium Hydropower Plant (10-100MW),Mali,PJ/y,3.342816,2.0056895999999997,1.2034137599999999,0.7220482559999999,0.4332289535999999,0.25993737215999996,0.15596242329599996
Small Hydropower Plant (<10MW),Mali,PJ/y,0.15768,0.09460799999999998,0.05676479999999999,0.03405887999999999,0.020435327999999996,0.012261196799999997,0.007356718079999998
Solar PV (Distributed with Storage),Mali,PJ/y,0.61747488,0.37048492799999994,0.22229095679999997,0.13337457407999997,0.08002474444799998,0.04801484666879999,0.02880890800127999
