ProcessName,RegionName,Time,ObjSort,month,day,hour,UtilizationFactor,MinimumServiceFactor
CSP with Storage,Uruguay,2015,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2015,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2015,upper,autumn,all-week,day,0.452,0
CSP with Storage,Uruguay,2020,upper,winter,all-week,night,0.075,0
CSP with Storage,Uruguay,2020,upper,winter,all-week,day,0.452,0
CSP with Storage,Uruguay,2020,upper,spring,all-week,night,0.075,0
CSP with Storage,Uruguay,2020,upper,spring,all-week,day,0.452,0
CSP with Storage,Uruguay,2020,upper,summer,all-week,night,0.075,0
CSP with Storage,Uruguay,2020,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2020,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2020,upper,autumn,all-week,day,0.452,0
CSP with Storage,Uruguay,2025,upper,winter,all-week,night,0.075,0
CSP with Storage,Uruguay,2025,upper,winter,all-week,day,0.452,0
CSP with Storage,Uruguay,2025,upper,spring,all-week,night,0.075,0
CSP with Storage,Uruguay,2025,upper,spring,all-week,day,0.452,0
CSP with Storage,Uruguay,2025,upper,summer,all-week,night,0.075,0
CSP with Storage,Uruguay,2025,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2025,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2025,upper,autumn,all-week,day,0.452,0
CSP with Storage,Uruguay,2030,upper,winter,all-week,night,0.075,0
CSP with Storage,Uruguay,2030,upper,winter,all-week,day,0.452,0
CSP with Storage,Uruguay,2030,upper,spring,all-week,night,0.075,0
CSP with Storage,Uruguay,2030,upper,spring,all-week,day,0.452,0
CSP with Storage,Uruguay,2030,upper,summer,all-week,night,0.075,0
CSP with Storage,Uruguay,2030,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2030,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2030,upper,autumn,all-week,day,0.452,0
CSP with Storage,Uruguay,2040,upper,winter,all-week,night,0.075,0
CSP with Storage,Uruguay,2040,upper,winter,all-week,day,0.452,0
CSP with Storage,Uruguay,2040,upper,spring,all-week,night,0.075,0
CSP with Storage,Uruguay,2040,upper,spring,all-week,day,0.452,0
CSP with Storage,Uruguay,2040,upper,summer,all-week,night,0.075,0
CSP with Storage,Uruguay,2040,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2040,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2040,upper,autumn,all-week,day,0.452,0
CSP with Storage,Uruguay,2050,upper,winter,all-week,night,0.075,0
CSP with Storage,Uruguay,2050,upper,winter,all-week,day,0.452,0
CSP with Storage,Uruguay,2050,upper,spring,all-week,night,0.075,0
CSP with Storage,Uruguay,2050,upper,spring,all-week,day,0.452,0
CSP with Storage,Uruguay,2050,upper,summer,all-week,night,0.075,0
CSP with Storage,Uruguay,2050,upper,summer,all-week,day,0.452,0
CSP with Storage,Uruguay,2050,upper,autumn,all-week,night,0.075,0
CSP with Storage,Uruguay,2050,upper,autumn,all-week,day,0.452,0
CSP without Storage,Uruguay,,upper,winter,all-week,night,0.0,0
CSP without Storage,Uruguay,,upper,winter,all-week,day,0.452,0
CSP without Storage,Uruguay,,upper,spring,all-week,night,0.0,0
CSP without Storage,Uruguay,,upper,spring,all-week,day,0.452,0
CSP without Storage,Uruguay,,upper,summer,all-week,night,0.0,0
CSP without Storage,Uruguay,,upper,summer,all-week,day,0.452,0
CSP without Storage,Uruguay,,upper,autumn,all-week,night,0.0,0
CSP without Storage,Uruguay,,upper,autumn,all-week,day,0.452,0
Coal Power Plant,Uruguay,2015,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2015,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2015,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2015,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2015,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2015,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2015,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2015,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Uruguay,2020,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2020,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2020,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2020,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2020,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2020,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2020,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2020,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Uruguay,2025,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2025,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2025,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2025,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2025,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2025,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2025,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2025,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Uruguay,2030,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2030,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2030,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2030,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2030,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2030,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2030,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2030,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Uruguay,2040,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2040,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2040,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2040,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2040,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2040,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2040,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2040,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Uruguay,2050,upper,winter,all-week,night,0.85,0
Coal Power Plant,Uruguay,2050,upper,winter,all-week,day,0.85,0
Coal Power Plant,Uruguay,2050,upper,spring,all-week,night,0.85,0
Coal Power Plant,Uruguay,2050,upper,spring,all-week,day,0.85,0
Coal Power Plant,Uruguay,2050,upper,summer,all-week,night,0.85,0
Coal Power Plant,Uruguay,2050,upper,summer,all-week,day,0.85,0
Coal Power Plant,Uruguay,2050,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Uruguay,2050,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2015,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2020,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2025,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2030,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2040,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Uruguay,2050,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2015,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2020,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2025,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2030,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2040,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Uruguay,2050,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2015,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2020,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2025,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2030,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2040,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Uruguay,2050,upper,autumn,all-week,day,0.85,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2015,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2020,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2025,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2030,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2040,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Uruguay,2050,upper,autumn,all-week,day,0.558448359,0
Light Fuel Oil Power Plant,Uruguay,2015,upper,winter,all-week,night,0.85,0
Light Fuel Oil Power Plant,Uruguay,2015,upper,winter,all-week,day,0.85,0
Light Fuel Oil Power Plant,Uruguay,2015,upper,spring,all-week,night,0.85,0
Light Fuel Oil Power Plant,Uruguay,2015,upper,spring,all-week,day,0.85,0
Light Fuel Oil Power Plant,Uruguay,2015,upper,summer,all-week,night,0.85,0
