timeslice,commodity,region,supply,units_prices,year
"('winter', 'all-week', 'night')",electricity,Kenya,41.66810000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'day')",electricity,Kenya,42.48070000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'night')",electricity,Kenya,48.16620000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'day')",electricity,Kenya,48.74900000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'night')",electricity,Kenya,39.45010000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'day')",electricity,Kenya,39.76560000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'night')",electricity,Kenya,45.75360000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'day')",electricity,Kenya,45.64280000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'night')",electricity,Kenya,191.38240000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'day')",electricity,Kenya,191.95120000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'night')",electricity,Kenya,195.93110000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'day')",electricity,Kenya,196.33910000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'night')",electricity,Kenya,189.82990000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'day')",electricity,Kenya,190.05070000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'night')",electricity,Kenya,194.24230000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'day')",electricity,Kenya,194.16470000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'night')",electricity,Kenya,319.70060000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'day')",electricity,Kenya,320.09880000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'night')",electricity,Kenya,322.88470000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'day')",electricity,Kenya,323.17030000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'night')",electricity,Kenya,318.61380000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'day')",electricity,Kenya,318.76840000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'night')",electricity,Kenya,321.70250000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'day')",electricity,Kenya,321.64820000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'night')",electricity,Kenya,504.06080000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'day')",electricity,Kenya,505.71740000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'night')",electricity,Kenya,557.62250000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'day')",electricity,Kenya,558.15100000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'night')",electricity,Kenya,485.33750000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'day')",electricity,Kenya,484.06590000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'night')",electricity,Kenya,537.25840000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'day')",electricity,Kenya,533.13700000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'night')",electricity,Kenya,657.19250000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'day')",electricity,Kenya,886.16170000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'night')",electricity,Kenya,770.43790000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'day')",electricity,Kenya,987.61230000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'night')",electricity,Kenya,664.75600000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'day')",electricity,Kenya,876.13810000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'night')",electricity,Kenya,728.69970000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'day')",electricity,Kenya,944.57880000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'night')",electricity,Kenya,887.40670000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'day')",electricity,Kenya,1465.24780000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'night')",electricity,Kenya,1111.55370000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'day')",electricity,Kenya,1664.82440000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'night')",electricity,Kenya,849.46970000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'day')",electricity,Kenya,1399.74590000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'night')",electricity,Kenya,1024.34830000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'day')",electricity,Kenya,1582.81410000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'night')",electricity,Kenya,1243.75340000000,MUS$2020/PJ,2050
"('winter', 'all-week', 'day')",electricity,Kenya,1821.55350000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'night')",electricity,Kenya,1467.57270000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'day')",electricity,Kenya,2020.81400000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'night')",electricity,Kenya,1205.92820000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'day')",electricity,Kenya,1756.18850000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'night')",electricity,Kenya,1380.48900000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'day')",electricity,Kenya,1938.96040000000,MUS$2020/PJ,2050
