ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Light Fuel Oil Power Plant,Gambia,PJ/y,0.89784,0.808056,0.7272504,0.65452536,0.5890728239999999,0.5301655416,0.47714898743999995
Oil Fired Gas Turbine (SCGT),Gambia,PJ/y,1.26936,1.142424,1.0281816000000001,0.9253634400000001,0.8328270960000002,0.7495443864000002,0.6745899477600003
Solar PV (Distributed with Storage),Gambia,PJ/y,0.061919999999999996,0.055728,0.050155200000000004,0.04513968,0.040625712,0.036563140800000005,0.032906826720000004
