,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2045,10.26220000000
1,electricity,Kenya,Biomass Power Plant,2050,10.05690000000
2,electricity,Kenya,Geothermal Power Plant,2045,122.85620000000
3,electricity,Kenya,Geothermal Power Plant,2050,73.97660000000
4,electricity,Kenya,Geothermal Power Plant,2045,109.53960000000
5,electricity,Kenya,Geothermal Power Plant,2050,109.53960000000
6,electricity,Kenya,Geothermal Power Plant,2045,285.28190000000
7,electricity,Kenya,Geothermal Power Plant,2050,285.28190000000
8,electricity,Kenya,Geothermal Power Plant,2045,287.28160000000
9,electricity,Kenya,Geothermal Power Plant,2050,287.28160000000
10,electricity,Kenya,Geothermal Power Plant,2045,283.89220000000
11,electricity,Kenya,Geothermal Power Plant,2050,283.89220000000
12,electricity,Kenya,Geothermal Power Plant,2050,291.59320000000
13,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,54.62210000000
14,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,53.52970000000
15,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,3.02400000000
16,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,3.02400000000
17,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,40.69920000000
18,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,40.69920000000
19,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,35.94020000000
20,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,35.94020000000
21,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,37.48720000000
22,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,37.48720000000
23,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2050,37.67450000000
24,electricity,Kenya,Light Fuel Oil Power Plant,2045,52.45110000000
25,electricity,Kenya,Light Fuel Oil Power Plant,2050,51.40210000000
26,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,65.92610000000
27,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,65.38140000000
28,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,43.71520000000
29,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,43.71520000000
30,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,41.20040000000
31,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,41.20040000000
32,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,37.88800000000
33,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,37.88800000000
34,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,43.97180000000
35,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,43.97180000000
36,electricity,Kenya,Medium Hydropower Plant (10-100MW),2050,75.97350000000
37,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2045,81.55010000000
38,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2050,79.91910000000
39,electricity,Kenya,Onshore Wind,2045,13.93890000000
40,electricity,Kenya,Onshore Wind,2050,13.66020000000
41,electricity,Kenya,Small Hydropower Plant (<10MW),2045,3.02400000000
42,electricity,Kenya,Small Hydropower Plant (<10MW),2050,3.02400000000
43,electricity,Kenya,Small Hydropower Plant (<10MW),2045,40.69920000000
44,electricity,Kenya,Small Hydropower Plant (<10MW),2050,40.69920000000
45,electricity,Kenya,Small Hydropower Plant (<10MW),2045,35.94020000000
46,electricity,Kenya,Small Hydropower Plant (<10MW),2050,35.94020000000
47,electricity,Kenya,Small Hydropower Plant (<10MW),2045,37.48720000000
48,electricity,Kenya,Small Hydropower Plant (<10MW),2050,37.48720000000
49,electricity,Kenya,Small Hydropower Plant (<10MW),2050,37.67450000000
50,electricity,Kenya,Solar PV (Distributed with Storage),2045,1.59200000000
51,electricity,Kenya,Solar PV (Distributed with Storage),2050,1.56010000000
52,electricity,Kenya,Solar PV (Utility),2045,0.86550000000
53,electricity,Kenya,Solar PV (Utility),2050,0.84820000000
