ProcessName,RegionName,Time,Level,CO2f,biomass,coal,gas,geothermal,hydro,oil,solar,uranium,wind,electricity
Unit,-,Year,-,kt/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ,PJ/PJ
Crude Oil Refinery Option 1,Somalia,2020,fixed,0,0,0,0,0,0,1,0,0,0,0
Crude Oil Refinery Option 2,Somalia,2020,fixed,0,0,0,0,0,0,1,0,0,0,0
