timeslice,commodity,region,supply,units_prices,year
"('winter', 'all-week', 'night')",electricity,Kenya,41.66810000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'day')",electricity,Kenya,42.48070000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'night')",electricity,Kenya,48.16620000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'day')",electricity,Kenya,48.74900000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'night')",electricity,Kenya,39.45010000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'day')",electricity,Kenya,39.76560000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'night')",electricity,Kenya,45.75360000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'day')",electricity,Kenya,45.64280000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'night')",electricity,Kenya,84.12060000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'day')",electricity,Kenya,84.68940000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'night')",electricity,Kenya,88.66930000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'day')",electricity,Kenya,89.07720000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'night')",electricity,Kenya,82.56800000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'day')",electricity,Kenya,82.78890000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'night')",electricity,Kenya,86.98050000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'day')",electricity,Kenya,86.90290000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'night')",electricity,Kenya,107.59950000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'day')",electricity,Kenya,107.99770000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'night')",electricity,Kenya,110.78360000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'day')",electricity,Kenya,111.06910000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'night')",electricity,Kenya,106.51270000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'day')",electricity,Kenya,106.66730000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'night')",electricity,Kenya,109.60140000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'day')",electricity,Kenya,109.54710000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'night')",electricity,Kenya,161.67440000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'day')",electricity,Kenya,161.95310000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'night')",electricity,Kenya,163.90320000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'day')",electricity,Kenya,164.10310000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'night')",electricity,Kenya,160.91360000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'day')",electricity,Kenya,161.02180000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'night')",electricity,Kenya,163.07570000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'day')",electricity,Kenya,163.03770000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'night')",electricity,Kenya,207.54870000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'day')",electricity,Kenya,207.74390000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'night')",electricity,Kenya,209.10900000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'day')",electricity,Kenya,209.24890000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'night')",electricity,Kenya,207.01620000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'day')",electricity,Kenya,207.09200000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'night')",electricity,Kenya,208.52970000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'day')",electricity,Kenya,208.50310000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'night')",electricity,Kenya,290.11100000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'day')",electricity,Kenya,290.24760000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'night')",electricity,Kenya,291.20320000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'day')",electricity,Kenya,291.30110000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'night')",electricity,Kenya,289.73830000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'day')",electricity,Kenya,289.79130000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'night')",electricity,Kenya,290.79770000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'day')",electricity,Kenya,290.77910000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'night')",electricity,Kenya,351.27490000000,MUS$2020/PJ,2050
"('winter', 'all-week', 'day')",electricity,Kenya,351.37050000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'night')",electricity,Kenya,352.03940000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'day')",electricity,Kenya,352.10800000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'night')",electricity,Kenya,351.01400000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'day')",electricity,Kenya,351.05110000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'night')",electricity,Kenya,351.75560000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'day')",electricity,Kenya,351.74250000000,MUS$2020/PJ,2050
