RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Togo,PJ/y,8687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,PJ/y,5540.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,PJ/y,29492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
