asset,year,region,technology,installed,capacity
0,2040,Kenya,gasboiler,2030,7.10000000000
0,2044,Kenya,gasboiler,2030,7.10000000000
1,2040,Kenya,gasboiler,2035,17.00000000000
1,2044,Kenya,gasboiler,2035,17.00000000000
1,2045,Kenya,gasboiler,2035,17.00000000000
1,2049,Kenya,gasboiler,2035,17.00000000000
2,2045,Kenya,gasboiler,2040,15.51000000000
2,2049,Kenya,gasboiler,2040,9.51000000000
2,2050,Kenya,gasboiler,2040,9.51000000000
2,2054,Kenya,gasboiler,2040,15.51000000000
3,2040,Kenya,heatpump,2030,17.90000000000
3,2044,Kenya,heatpump,2030,17.90000000000
4,2045,Kenya,heatpump,2040,15.49000000000
4,2049,Kenya,heatpump,2040,15.49000000000
4,2050,Kenya,heatpump,2040,15.49000000000
4,2054,Kenya,heatpump,2040,15.49000000000
