asset,year,region,technology,installed,capacity
0,2035,Kenya,gasboiler,2025,11.00000000000
0,2039,Kenya,gasboiler,2025,11.00000000000
1,2035,Kenya,gasboiler,2030,7.10000000000
1,2039,Kenya,gasboiler,2030,7.10000000000
1,2040,Kenya,gasboiler,2030,7.10000000000
1,2044,Kenya,gasboiler,2030,7.10000000000
2,2040,Kenya,gasboiler,2035,17.00000000000
2,2044,Kenya,gasboiler,2035,11.00000000000
2,2045,Kenya,gasboiler,2035,11.00000000000
2,2049,Kenya,gasboiler,2035,17.00000000000
4,2035,Kenya,heatpump,2030,17.90000000000
4,2039,Kenya,heatpump,2030,17.90000000000
4,2040,Kenya,heatpump,2030,17.90000000000
4,2044,Kenya,heatpump,2030,17.90000000000
