asset,year,region,technology,installed,capacity
0,2045,Kenya,gasboiler,2035,17.00000000000
0,2049,Kenya,gasboiler,2035,17.00000000000
1,2045,Kenya,gasboiler,2040,15.51000000000
1,2049,Kenya,gasboiler,2040,15.51000000000
1,2050,Kenya,gasboiler,2040,15.51000000000
1,2054,Kenya,gasboiler,2040,15.51000000000
2,2050,Kenya,gasboiler,2045,23.00000000000
2,2054,Kenya,gasboiler,2045,17.00000000000
2,2055,Kenya,gasboiler,2045,17.00000000000
2,2059,Kenya,gasboiler,2045,23.00000000000
3,2045,Kenya,heatpump,2040,15.49000000000
3,2049,Kenya,heatpump,2040,15.49000000000
3,2050,Kenya,heatpump,2040,15.49000000000
3,2054,Kenya,heatpump,2040,15.49000000000
