asset,year,region,technology,installed,capacity
0,2025,Laos,Biomass Power Plant,2020,0.66230000000
0,2030,Laos,Biomass Power Plant,2020,0.46360000000
0,2035,Laos,Biomass Power Plant,2020,0.32450000000
0,2040,Laos,Biomass Power Plant,2020,0.22720000000
0,2045,Laos,Biomass Power Plant,2020,0.15900000000
0,2050,Laos,Biomass Power Plant,2020,0.11130000000
1,2025,Laos,Coal Power Plant,2020,90.31100000000
1,2030,Laos,Coal Power Plant,2020,77.88700000000
1,2035,Laos,Coal Power Plant,2020,69.19030000000
1,2040,Laos,Coal Power Plant,2020,63.10260000000
1,2045,Laos,Coal Power Plant,2020,58.84120000000
1,2050,Laos,Coal Power Plant,2020,55.85820000000
1,2084,Laos,Coal Power Plant,2020,48.89790000000
2,2030,Laos,Coal Power Plant,2025,99.43960000000
2,2035,Laos,Coal Power Plant,2025,99.43960000000
2,2040,Laos,Coal Power Plant,2025,99.43960000000
2,2045,Laos,Coal Power Plant,2025,99.43960000000
2,2050,Laos,Coal Power Plant,2025,99.43960000000
2,2084,Laos,Coal Power Plant,2025,99.43960000000
2,2085,Laos,Coal Power Plant,2025,99.43960000000
2,2089,Laos,Coal Power Plant,2025,99.43960000000
3,2025,Laos,Large Hydropower Plant (Dam) (>100MW),2020,93.18250000000
3,2030,Laos,Large Hydropower Plant (Dam) (>100MW),2020,65.22780000000
3,2035,Laos,Large Hydropower Plant (Dam) (>100MW),2020,45.65940000000
3,2040,Laos,Large Hydropower Plant (Dam) (>100MW),2020,31.96160000000
3,2045,Laos,Large Hydropower Plant (Dam) (>100MW),2020,22.37310000000
3,2050,Laos,Large Hydropower Plant (Dam) (>100MW),2020,15.66120000000
4,2025,Laos,Medium Hydropower Plant (10-100MW),2020,4.90070000000
4,2030,Laos,Medium Hydropower Plant (10-100MW),2020,3.43050000000
4,2035,Laos,Medium Hydropower Plant (10-100MW),2020,2.40130000000
4,2040,Laos,Medium Hydropower Plant (10-100MW),2020,1.68090000000
4,2045,Laos,Medium Hydropower Plant (10-100MW),2020,1.17670000000
4,2050,Laos,Medium Hydropower Plant (10-100MW),2020,0.82370000000
5,2025,Laos,Small Hydropower Plant (<10MW),2020,0.41940000000
5,2030,Laos,Small Hydropower Plant (<10MW),2020,0.29360000000
5,2035,Laos,Small Hydropower Plant (<10MW),2020,0.20550000000
5,2040,Laos,Small Hydropower Plant (<10MW),2020,0.14390000000
5,2045,Laos,Small Hydropower Plant (<10MW),2020,0.10070000000
5,2050,Laos,Small Hydropower Plant (<10MW),2020,0.07050000000
6,2025,Laos,Solar PV (Distributed with Storage),2020,0.03600000000
6,2030,Laos,Solar PV (Distributed with Storage),2020,0.02520000000
6,2035,Laos,Solar PV (Distributed with Storage),2020,0.01760000000
6,2040,Laos,Solar PV (Distributed with Storage),2020,0.01230000000
6,2045,Laos,Solar PV (Distributed with Storage),2020,0.00860000000
6,2050,Laos,Solar PV (Distributed with Storage),2020,0.00600000000
