ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Coal Power Plant,Namibia,PJ/y,37230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Namibia,PJ/y,51684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Fuel Oil Power Plant,Namibia,PJ/y,17520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Namibia,PJ/y,19812.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Utility),Namibia,PJ/y,4100.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
