ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045
Oil Fired Gas Turbine (SCGT),Guinea-Bissau,PJ/y,0.55728,0.5461344,0.5352117120000001,0.5245074777600001,0.5140173282048001,0.503736981640704
Solar PV (Distributed with Storage),Guinea-Bissau,PJ/y,0.0362232,0.035498735999999996,0.03478876128,0.0340929860544,0.033411126333311995,0.032742903806645754
