asset,year,region,technology,installed,capacity
0,2020,Botswana,Coal Power Plant,2020,23.52590000000
0,2025,Botswana,Coal Power Plant,2020,16.46810000000
0,2030,Botswana,Coal Power Plant,2020,11.52770000000
0,2035,Botswana,Coal Power Plant,2020,8.06940000000
0,2040,Botswana,Coal Power Plant,2020,5.64860000000
0,2045,Botswana,Coal Power Plant,2020,3.95400000000
0,2050,Botswana,Coal Power Plant,2020,2.76780000000
1,2025,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2030,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2035,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2040,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2045,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2050,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
1,2054,Botswana,Gas Power Plant (CCGT),2020,97.49660000000
2,2020,Botswana,Solar PV (Distributed with Storage),2020,0.05080000000
2,2025,Botswana,Solar PV (Distributed with Storage),2020,0.03550000000
2,2030,Botswana,Solar PV (Distributed with Storage),2020,0.02490000000
2,2035,Botswana,Solar PV (Distributed with Storage),2020,0.01740000000
2,2040,Botswana,Solar PV (Distributed with Storage),2020,0.01220000000
2,2045,Botswana,Solar PV (Distributed with Storage),2020,0.00850000000
2,2050,Botswana,Solar PV (Distributed with Storage),2020,0.00600000000
