lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
CHL0PWRBIO001,CHL,PWRBIO001,0,Arauco4609,30.0,2001,0.024
CHL1PWRBIO001,CHL,PWRBIO001,1,CMPCPacfico4638,30.0,2001,0.033
CHL2PWRBIO001,CHL,PWRBIO001,2,CMPCSantaFe4639,30.0,2001,0.005
CHL3PWRBIO001,CHL,PWRBIO001,3,CMPC,30.0,2001,0.025
CHL4PWRBIO001,CHL,PWRBIO001,4,Capacity Scaler,30.0,2001,0.08209999999999999
CHL5PWRBIO001,CHL,PWRBIO001,5,Celco4652,30.0,2001,0.008
CHL6PWRBIO001,CHL,PWRBIO001,6,Cholgun4653,30.0,2001,0.013
CHL7PWRBIO001,CHL,PWRBIO001,7,Coelemu4654,30.0,2001,0.007
CHL8PWRBIO001,CHL,PWRBIO001,8,EnergaBoB4682,30.0,2001,0.007
CHL9PWRBIO001,CHL,PWRBIO001,9,EnergaPacf4683,30.0,2001,0.016
CHL10PWRBIO001,CHL,PWRBIO001,10,Escuadrn4684,30.0,2001,0.014
CHL11PWRBIO001,CHL,PWRBIO001,11,HBS4688,30.0,2001,0.002
CHL12PWRBIO001,CHL,PWRBIO001,12,Laja4732,30.0,2001,0.013
CHL13PWRBIO001,CHL,PWRBIO001,13,Lautaro4733,30.0,2001,0.026
CHL14PWRBIO001,CHL,PWRBIO001,14,LautaroII4734,30.0,2001,0.022
CHL15PWRBIO001,CHL,PWRBIO001,15,Licanten4735,30.0,2001,0.006
CHL16PWRBIO001,CHL,PWRBIO001,16,LomaLosColora4736,30.0,2001,0.002
CHL17PWRBIO001,CHL,PWRBIO001,17,LomaLosColora4737,30.0,2001,0.018
CHL18PWRBIO001,CHL,PWRBIO001,18,Masisa4751,30.0,2001,0.011
CHL19PWRBIO001,CHL,PWRBIO001,19,NuevaAldeaI4758,30.0,2001,0.014
CHL20PWRBIO001,CHL,PWRBIO001,20,NuevaAldeaIII4759,30.0,2001,0.037
CHL21PWRBIO001,CHL,PWRBIO001,21,SantaFe4823,30.0,2001,0.067
CHL22PWRBIO001,CHL,PWRBIO001,22,SantaMarta4824,30.0,2001,0.014
CHL0PWRCOA001,CHL,PWRCOA001,0,BOCAMINAIII4613,30.0,1997,0.478
CHL1PWRCOA001,CHL,PWRCOA001,1,CAMPICHE4617,30.0,1997,0.249
CHL2PWRCOA001,CHL,PWRCOA001,2,DIESELIQUIQUE4659,30.0,1997,0.043
CHL3PWRCOA001,CHL,PWRCOA001,3,GUACOLDA4686,30.0,1997,0.759
CHL4PWRCOA001,CHL,PWRCOA001,4,NUEVAVENTANAS4757,30.0,1997,0.249
CHL5PWRCOA001,CHL,PWRCOA001,5,PLANTACURICO4771,30.0,1997,0.002
CHL6PWRCOA001,CHL,PWRCOA001,6,SANTAMARIA4810,30.0,1999,0.342
CHL7PWRCOA001,CHL,PWRCOA001,7,TERMOELECTRICA4832,30.0,1997,0.488
CHL8PWRCOA001,CHL,PWRCOA001,8,TERMOELECTRICA4833,30.0,1997,0.154
CHL9PWRCOA001,CHL,PWRCOA001,9,TERMOELECTRICA4834,30.0,1997,0.318
CHL10PWRCOA001,CHL,PWRCOA001,10,TERMOELECTRICA4835,30.0,1997,0.259
CHL11PWRCOA001,CHL,PWRCOA001,11,TERMOELECTRICA4836,30.0,1997,0.172
CHL12PWRCOA001,CHL,PWRCOA001,12,TERMOELECTRICA4837,30.0,1997,1.0
CHL13PWRCOA001,CHL,PWRCOA001,13,VENTANAS4848,30.0,1997,0.322
CHL0PWRNGS001,CHL,PWRNGS001,0,ATACAMACC1CC4607,30.0,1994,0.768
CHL0PWRNGS002,CHL,PWRNGS002,0,BIOCRUZ4610,30.0,1994,0.003
CHL1PWRNGS001,CHL,PWRNGS001,1,CANDELARIA4618,30.0,1994,0.254
CHL1PWRNGS002,CHL,PWRNGS002,1,CORONEL4647,30.0,1994,0.047
CHL2PWRNGS001,CHL,PWRNGS001,2,Capacity Scaler,30.0,1994,1.9518923110000002
CHL3PWRNGS001,CHL,PWRNGS001,3,NEHUENCO4753,30.0,1994,0.876
CHL2PWRNGS002,CHL,PWRNGS002,2,NEWEN4754,30.0,1994,0.014
CHL4PWRNGS001,CHL,PWRNGS001,4,SANISIDROI4805,30.0,1994,0.379
CHL5PWRNGS001,CHL,PWRNGS001,5,SANISIDROII4806,30.0,1994,0.406
CHL6PWRNGS001,CHL,PWRNGS001,6,TALTAL4828,30.0,1994,0.244
CHL3PWRNGS002,CHL,PWRNGS002,3,TAPIHUE4830,30.0,1994,0.006
CHL4PWRNGS002,CHL,PWRNGS002,4,TOMAVAL24840,30.0,1994,0.002
CHL0PWRHYD001,CHL,PWRHYD001,0,ABANICO4598,80.0,1974,0.136
CHL1PWRHYD001,CHL,PWRHYD001,1,ALFALFAL4600,80.0,1974,0.178
CHL0PWRHYD003,CHL,PWRHYD003,0,ALLIPEN4601,80.0,1974,0.003
CHL2PWRHYD001,CHL,PWRHYD001,2,ANGOSTURA4604,80.0,1974,0.324
