ProcessName,RegionName,Time,ObjSort,month,day,hour,UtilizationFactor,MinimumServiceFactor
CSP with Storage,Ecuador,2025,upper,winter,all-week,night,0.075,0
CSP with Storage,Ecuador,2025,upper,winter,all-week,day,0.452,0
CSP with Storage,Ecuador,2025,upper,spring,all-week,night,0.075,0
CSP with Storage,Ecuador,2025,upper,spring,all-week,day,0.452,0
CSP with Storage,Ecuador,2025,upper,summer,all-week,night,0.075,0
CSP with Storage,Ecuador,2025,upper,summer,all-week,day,0.452,0
CSP with Storage,Ecuador,2025,upper,autumn,all-week,night,0.075,0
CSP with Storage,Ecuador,2025,upper,autumn,all-week,day,0.452,0
CSP with Storage,Ecuador,2030,upper,winter,all-week,night,0.075,0
CSP with Storage,Ecuador,2030,upper,winter,all-week,day,0.452,0
CSP with Storage,Ecuador,2030,upper,spring,all-week,night,0.075,0
CSP with Storage,Ecuador,2030,upper,spring,all-week,day,0.452,0
CSP with Storage,Ecuador,2030,upper,summer,all-week,night,0.075,0
CSP with Storage,Ecuador,2030,upper,summer,all-week,day,0.452,0
CSP with Storage,Ecuador,2030,upper,autumn,all-week,night,0.075,0
CSP with Storage,Ecuador,2030,upper,autumn,all-week,day,0.452,0
CSP with Storage,Ecuador,2040,upper,winter,all-week,night,0.075,0
CSP with Storage,Ecuador,2040,upper,winter,all-week,day,0.452,0
CSP with Storage,Ecuador,2040,upper,spring,all-week,night,0.075,0
CSP with Storage,Ecuador,2040,upper,spring,all-week,day,0.452,0
CSP with Storage,Ecuador,2040,upper,summer,all-week,night,0.075,0
CSP with Storage,Ecuador,2040,upper,summer,all-week,day,0.452,0
CSP with Storage,Ecuador,2040,upper,autumn,all-week,night,0.075,0
CSP with Storage,Ecuador,2040,upper,autumn,all-week,day,0.452,0
CSP with Storage,Ecuador,2050,upper,winter,all-week,night,0.075,0
CSP with Storage,Ecuador,2050,upper,winter,all-week,day,0.452,0
CSP with Storage,Ecuador,2050,upper,spring,all-week,night,0.075,0
CSP with Storage,Ecuador,2050,upper,spring,all-week,day,0.452,0
CSP with Storage,Ecuador,2050,upper,summer,all-week,night,0.075,0
CSP with Storage,Ecuador,2050,upper,summer,all-week,day,0.452,0
CSP with Storage,Ecuador,2050,upper,autumn,all-week,night,0.075,0
CSP with Storage,Ecuador,2050,upper,autumn,all-week,day,0.452,0
CSP without Storage,Ecuador,,upper,winter,all-week,night,0.0,0
CSP without Storage,Ecuador,,upper,winter,all-week,day,0.452,0
CSP without Storage,Ecuador,,upper,spring,all-week,night,0.0,0
CSP without Storage,Ecuador,,upper,spring,all-week,day,0.452,0
CSP without Storage,Ecuador,,upper,summer,all-week,night,0.0,0
CSP without Storage,Ecuador,,upper,summer,all-week,day,0.452,0
CSP without Storage,Ecuador,,upper,autumn,all-week,night,0.0,0
CSP without Storage,Ecuador,,upper,autumn,all-week,day,0.452,0
Coal Power Plant,Ecuador,2015,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2015,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2015,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2015,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2015,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2015,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2015,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2015,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Ecuador,2020,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2020,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2020,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2020,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2020,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2020,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2020,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2020,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Ecuador,2025,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2025,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2025,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2025,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2025,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2025,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2025,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2025,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Ecuador,2030,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2030,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2030,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2030,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2030,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2030,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2030,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2030,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Ecuador,2040,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2040,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2040,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2040,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2040,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2040,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2040,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2040,upper,autumn,all-week,day,0.85,0
Coal Power Plant,Ecuador,2050,upper,winter,all-week,night,0.85,0
Coal Power Plant,Ecuador,2050,upper,winter,all-week,day,0.85,0
Coal Power Plant,Ecuador,2050,upper,spring,all-week,night,0.85,0
Coal Power Plant,Ecuador,2050,upper,spring,all-week,day,0.85,0
Coal Power Plant,Ecuador,2050,upper,summer,all-week,night,0.85,0
Coal Power Plant,Ecuador,2050,upper,summer,all-week,day,0.85,0
Coal Power Plant,Ecuador,2050,upper,autumn,all-week,night,0.85,0
Coal Power Plant,Ecuador,2050,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2015,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2020,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2025,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2030,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2040,upper,autumn,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,winter,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,winter,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,spring,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,spring,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,summer,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,summer,all-week,day,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,autumn,all-week,night,0.85,0
Gas Power Plant (CCGT),Ecuador,2050,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2015,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2020,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2025,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2030,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2040,upper,autumn,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,winter,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,winter,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,spring,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,spring,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,summer,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,summer,all-week,day,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,autumn,all-week,night,0.85,0
Gas Power Plant (SCGT),Ecuador,2050,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2015,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2020,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2025,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2030,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2040,upper,autumn,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,winter,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,winter,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,spring,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,spring,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,summer,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,summer,all-week,day,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,autumn,all-week,night,0.85,0
Geothermal Power Plant,Ecuador,2050,upper,autumn,all-week,day,0.85,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2015,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2020,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2025,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2030,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2040,upper,autumn,all-week,day,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,winter,all-week,night,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,winter,all-week,day,0.396238763,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,spring,all-week,night,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,spring,all-week,day,0.672067048,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,summer,all-week,night,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,summer,all-week,day,0.290540363,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,autumn,all-week,night,0.558448359,0
Large Hydropower Plant (Dam) (>100MW),Ecuador,2050,upper,autumn,all-week,day,0.558448359,0
Light Fuel Oil Power Plant,Ecuador,2015,upper,winter,all-week,night,0.85,0
Light Fuel Oil Power Plant,Ecuador,2015,upper,winter,all-week,day,0.85,0
Light Fuel Oil Power Plant,Ecuador,2015,upper,spring,all-week,night,0.85,0
Light Fuel Oil Power Plant,Ecuador,2015,upper,spring,all-week,day,0.85,0
Light Fuel Oil Power Plant,Ecuador,2015,upper,summer,all-week,night,0.85,0
