RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Mauritania,PJ/y,37230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,PJ/y,14516.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,PJ/y,38836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,PJ/y,3832.4999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,PJ/y,4456.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
