,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2025,7.94710000000
1,electricity,Kenya,Biomass Power Plant,2030,5.56300000000
2,electricity,Kenya,Gas Power Plant (CCGT),2025,231.82340000000
3,electricity,Kenya,Gas Power Plant (CCGT),2030,231.82340000000
4,electricity,Kenya,Gas Power Plant (CCGT),2030,216.02810000000
5,electricity,Kenya,Geothermal Power Plant,2025,58.45690000000
6,electricity,Kenya,Geothermal Power Plant,2030,40.91980000000
7,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,42.24000000000
8,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2030,29.56800000000
9,electricity,Kenya,Light Fuel Oil Power Plant,2025,40.61840000000
10,electricity,Kenya,Light Fuel Oil Power Plant,2030,28.43290000000
11,electricity,Kenya,Medium Hydropower Plant (10-100MW),2025,21.06080000000
12,electricity,Kenya,Medium Hydropower Plant (10-100MW),2030,14.74250000000
13,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2025,63.15270000000
14,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2030,44.20690000000
15,electricity,Kenya,Onshore Wind,2025,10.79440000000
16,electricity,Kenya,Onshore Wind,2030,7.55610000000
17,electricity,Kenya,Solar PV (Distributed with Storage),2025,1.23280000000
18,electricity,Kenya,Solar PV (Distributed with Storage),2030,0.86300000000
19,electricity,Kenya,Solar PV (Utility),2025,0.67020000000
20,electricity,Kenya,Solar PV (Utility),2030,0.46920000000
