ProcessName,RegionName,Time,StdUnitCapacity,TechnicalLife,GrossEfficiency,OwnUseRate,Availability,MinLoadRate,CCSCaptureRate,DayStorageOutput,CAPEX,OPEX,DiscountRate,RunningCost
Unit,Unit,Year,MW,Year,%,%,%,%,%,GWh,USD/KW,USD/KW,%,USD/KWh
COA_SC_HC,DNK,2070,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2070,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2070,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2070,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2070,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2070,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2070,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2070,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2070,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2070,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2070,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2070,250,60,80,0,98,0,0,0.6,142.8,1.428,10,0.001
REW_WND_ON,DNK,2075,100,20,100,0,95,0,0,0,1284.92,26.78,10,0.001
REW_WND_OFF,DNK,2075,100,25,100,0,95,0,0,0,2398.6,53.56,10,0.001
REW_PV_GND,DNK,2075,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2075,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2075,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2075,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2075,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2075,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2075,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2075,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2075,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2075,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2075,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2075,300,100,100,1,95,0,0,0,3035.5,44.36,10,0.001
REW_HYD_SM,DNK,2075,100,100,100,1,95,0,0,0,1707.46,24.95,10,0.001
NUK_LWR,DNK,2075,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2075,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2075,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2075,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2075,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2075,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2075,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2075,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2075,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2075,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2075,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2075,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2075,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2075,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2075,250,60,80,0,98,0,0,0.6,143.8,1.438,10,0.001
REW_WND_ON,DNK,2065,100,20,100,0,95,0,0,0,1284.92,27.57,10,0.001
REW_WND_OFF,DNK,2080,100,25,100,0,95,0,0,0,2398.6,52.77,10,0.001
REW_PV_GND,DNK,2080,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2080,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2080,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2080,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2080,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2080,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2080,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2080,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2080,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2080,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2080,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2080,300,100,100,1,95,0,0,0,3029.35,43.86,10,0.001
REW_HYD_SM,DNK,2080,100,100,100,1,95,0,0,0,1704.01,24.67,10,0.001
NUK_LWR,DNK,2080,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2080,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2080,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2080,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2080,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2080,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2080,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2080,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2080,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2080,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2080,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2080,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2080,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2080,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2080,250,60,80,0,98,0,0,0.6,144.8,1.448,10,0.001
REW_WND_ON,DNK,2085,100,20,100,0,95,0,0,0,1284.92,25.99,10,0.001
REW_WND_OFF,DNK,2085,100,25,100,0,95,0,0,0,2398.6,51.97,10,0.001
REW_PV_GND,DNK,2085,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2085,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2085,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2085,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2085,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2085,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2085,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2085,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2085,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2085,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2085,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2085,300,100,100,1,95,0,0,0,3023.2,43.35,10,0.001
REW_HYD_SM,DNK,2085,100,100,100,1,95,0,0,0,1700.55,24.39,10,0.001
NUK_LWR,DNK,2085,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2085,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2085,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2085,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2085,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2085,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2085,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2085,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2085,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2085,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2085,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2085,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2085,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2085,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2085,250,60,80,0,98,0,0,0.6,145.8,1.458,10,0.001
REW_WND_ON,DNK,2090,100,20,100,0,95,0,0,0,1284.92,25.59,10,0.001
REW_WND_OFF,DNK,2090,100,25,100,0,95,0,0,0,2398.6,51.18,10,0.001
REW_PV_GND,DNK,2090,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2090,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2090,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2090,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2090,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2090,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2090,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2090,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2090,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2090,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2090,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2090,300,100,100,1,95,0,0,0,3017.06,42.85,10,0.001
REW_HYD_SM,DNK,2090,100,100,100,1,95,0,0,0,1697.09,24.11,10,0.001
NUK_LWR,DNK,2090,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2090,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2090,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2090,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2090,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2090,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2090,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2090,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2090,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2090,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2090,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2090,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2090,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2090,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2090,250,60,80,0,98,0,0,0.6,146.8,1.468,10,0.001
REW_WND_ON,DNK,2095,100,20,100,0,95,0,0,0,1284.92,25.19,10,0.001
REW_WND_OFF,DNK,2095,100,25,100,0,95,0,0,0,2398.6,50.38,10,0.001
REW_PV_GND,DNK,2095,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2095,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2095,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2095,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2095,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2095,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2095,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2095,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2095,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2095,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2095,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2095,300,100,100,1,95,0,0,0,3010.91,42.35,10,0.001
REW_HYD_SM,DNK,2095,100,100,100,1,95,0,0,0,1693.63,23.83,10,0.001
NUK_LWR,DNK,2095,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2095,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2095,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2095,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2095,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2095,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2095,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2095,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2095,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2095,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2095,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2095,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2095,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2095,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2095,250,60,80,0,98,0,0,0.6,147.8,1.478,10,0.001
REW_WND_ON,DNK,2100,100,20,100,0,95,0,0,0,1284.92,24.79,10,0.001
REW_WND_OFF,DNK,2100,100,25,100,0,95,0,0,0,2398.6,49.59,10,0.001
REW_PV_GND,DNK,2100,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2100,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2100,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2100,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2100,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2100,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2100,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2100,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2100,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2100,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2100,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2100,300,100,100,1,95,0,0,0,3004.76,41.85,10,0.001
REW_HYD_SM,DNK,2100,100,100,100,1,95,0,0,0,1690.17,23.54,10,0.001
NUK_LWR,DNK,2100,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2100,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2100,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2100,800,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,DNK,2100,800,40,54,7,95,0,0,0,3384.615385,67.69230769,10,0.001
CCS_USC_POS_HC,DNK,2100,800,40,44,7,95,0,85,0,3165.217391,94.95652174,10,0.001
CCS_USC_OXY_HC,DNK,2100,800,40,44,7,95,0,85,0,3334.782609,100.0434783,10,0.001
CCS_USC_PRE_HC,DNK,2100,800,40,48,7,95,0,85,0,4015.384615,120.4615385,10,0.001
COA_SC_LN,DNK,2100,800,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,DNK,2100,800,40,52,7,95,0,0,0,3553.846154,71.07692308,10,0.001
CCS_USC_POS_LN,DNK,2100,800,40,41,7,95,0,85,0,3323.478261,99.70434783,10,0.001
CCS_NGCC_POS,DNK,2100,800,35,56,7,95,0,85,0,1646.655232,41.16638079,10,0.001
OIL_ST,DNK,2100,800,30,42,7,95,0,0,0,2000,48,10,0.001
STR_HPS,DNK,2100,250,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,DNK,2100,250,60,80,0,98,0,0,0.6,148.8,1.488,10,0.001
REW_WND_ON,DNK,2105,100,20,100,0,95,0,0,0,1284.92,24.79,10,0.001
REW_WND_OFF,DNK,2105,100,25,100,0,95,0,0,0,2398.6,49.59,10,0.001
REW_PV_GND,DNK,2105,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2105,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2105,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2105,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2105,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2105,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2105,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2105,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2105,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2105,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2105,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2105,300,100,100,1,95,0,0,0,3004.76,41.85,10,0.001
REW_HYD_SM,DNK,2105,100,100,100,1,95,0,0,0,1690.17,23.54,10,0.001
NUK_LWR,DNK,2105,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2105,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2105,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2105,800,40,42,7,95,0,0,0,2300,46,5,0.001
COA_IGCC_HC,DNK,2105,800,40,54,7,95,0,0,0,3384.615385,67.69230769,5,0.001
CCS_USC_POS_HC,DNK,2105,800,40,44,7,95,0,85,0,3165.217391,94.95652174,5,0.001
CCS_USC_OXY_HC,DNK,2105,800,40,44,7,95,0,85,0,3334.782609,100.0434783,5,0.001
CCS_USC_PRE_HC,DNK,2105,800,40,48,7,95,0,85,0,4015.384615,120.4615385,5,0.001
COA_SC_LN,DNK,2105,800,40,40,7,95,0,0,0,2415,48.3,5,0.001
COA_IGCC_LN,DNK,2105,800,40,52,7,95,0,0,0,3553.846154,71.07692308,5,0.001
CCS_USC_POS_LN,DNK,2105,800,40,41,7,95,0,85,0,3323.478261,99.70434783,5,0.001
CCS_NGCC_POS,DNK,2105,800,35,56,7,95,0,85,0,1646.655232,41.16638079,5,0.001
OIL_ST,DNK,2105,800,30,42,7,95,0,0,0,2000,48,5,0.001
STR_HPS,DNK,2105,250,60,80,0,98,0,0,0.6,2394.092,47.88183,5,0.001
STR_BAT,DNK,2105,250,60,80,0,98,0,0,0.6,148.8,1.488,5,0.001
REW_WND_ON,DNK,2110,100,20,100,0,95,0,0,0,1284.92,24.79,10,0.001
REW_WND_OFF,DNK,2110,100,25,100,0,95,0,0,0,2398.6,49.59,10,0.001
REW_PV_GND,DNK,2110,100,30,100,6,95,0,0,0,496.84,5.12,10,0.001
REW_PV_RFT,DNK,2110,100,25,100,6,95,0,0,0,810.43,7.26,10,0.001
REW_CSP_NST,DNK,2110,200,25,100,0,95,0,0,0,3030,12.1,10,0.001
COA_SUB_HC,DNK,2110,800,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,DNK,2110,800,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,DNK,2110,800,30,52,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,DNK,2110,800,30,49,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,DNK,2110,800,30,63,7,95,0,0,0,1078.16,24.36,10,0.001
CCS_NGCC_OXY,DNK,2110,800,30,55,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,DNK,2110,300,35,42,7,95,0,0,0,785.7091001,17.75235,10,0.001
REW_GEO,DNK,2110,100,40,10,6,95,0,0,0,3409.13,44.32,10,0.001
REW_HYD_LG,DNK,2110,300,100,100,1,95,0,0,0,3004.76,41.85,10,0.001
REW_HYD_SM,DNK,2110,100,100,100,1,95,0,0,0,1690.17,23.54,10,0.001
NUK_LWR,DNK,2110,800,40,37,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,DNK,2110,800,30,32,7,95,0,0,0,4498.27,74.38,10,0.001
CCS_IGCC_BIO,DNK,2110,800,30,45,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,DNK,2110,800,40,42,7,95,0,0,0,2300,46,5,0.001
COA_IGCC_HC,DNK,2110,800,40,54,7,95,0,0,0,3384.615385,67.69230769,5,0.001
CCS_USC_POS_HC,DNK,2110,800,40,44,7,95,0,85,0,3165.217391,94.95652174,5,0.001
CCS_USC_OXY_HC,DNK,2110,800,40,44,7,95,0,85,0,3334.782609,100.0434783,5,0.001
CCS_USC_PRE_HC,DNK,2110,800,40,48,7,95,0,85,0,4015.384615,120.4615385,5,0.001
COA_SC_LN,DNK,2110,800,40,40,7,95,0,0,0,2415,48.3,5,0.001
COA_IGCC_LN,DNK,2110,800,40,52,7,95,0,0,0,3553.846154,71.07692308,5,0.001
CCS_USC_POS_LN,DNK,2110,800,40,41,7,95,0,85,0,3323.478261,99.70434783,5,0.001
CCS_NGCC_POS,DNK,2110,800,35,56,7,95,0,85,0,1646.655232,41.16638079,5,0.001
OIL_ST,DNK,2110,800,30,42,7,95,0,0,0,2000,48,5,0.001
STR_HPS,DNK,2110,250,60,80,0,98,0,0,0.6,2394.092,47.88183,5,0.001
STR_BAT,DNK,2110,250,60,80,0,98,0,0,0.6,148.8,1.488,5,0.001
REW_WND_ON,EU18,2010,3000,20,100,0,95,0,0,0,1720.38,38.84,10,0.001
REW_WND_OFF,EU18,2010,3000,20,100,0,95,0,0,0,4978.53,83.09,10,0.001
REW_PV_GND,EU18,2010,3000,23,100,6,95,0,0,0,3171.65,24.03,10,0.001
REW_PV_RFT,EU18,2010,3000,21,100,6,95,0,0,0,6192.51,31.24,10,0.001
REW_CSP_NST,EU18,2010,3000,21,100,0,95,0,0,0,4990,23.8,10,0.001
COA_SUB_HC,EU18,2010,10000,30,37,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,EU18,2010,10000,30,36,7,95,0,0,0,1768.42,35.37,10,0.001
COA_USC_HC,EU18,2010,10000,30,47,7,95,0,0,0,2600,52,10,0.001
COA_USC_LN,EU18,2010,10000,30,44,7,95,0,0,0,2730,54.6,10,0.001
GAS_CC,EU18,2010,10000,30,57,7,95,0,0,0,1078.16,26.14,10,0.001
CCS_NGCC_OXY,EU18,2010,10000,30,47,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,EU18,2010,10000,35,38,7,95,0,0,0,785.7091001,19.049525,10,0.001
REW_GEO,EU18,2010,3000,40,10,6,95,0,0,0,4015.2,52.74,10,0.001
REW_HYD_LG,EU18,2010,3000,100,100,1,95,0,0,0,3361.31,57.98,10,0.001
REW_HYD_SM,EU18,2010,3000,100,100,1,95,0,0,0,1868.43,32.23,10,0.001
NUK_LWR,EU18,2010,10000,40,36,6,95,60,0,0,5936.84,118.74,10,0.001
BIO_BIO,EU18,2010,10000,30,32,7,95,0,0,0,4986.12,82.33,10,0.001
CCS_IGCC_BIO,EU18,2010,10000,30,30,7,95,0,85,0,8478.4,139.99,10,0.001
COA_SC_HC,EU18,2010,10000,40,42,7,95,0,0,0,2300,46,10,0.001
COA_IGCC_HC,EU18,2010,10000,40,46,7,95,0,0,0,4000,80,10,0.001
CCS_USC_POS_HC,EU18,2010,10000,40,36,7,95,0,85,0,4295.652174,128.8695652,10,0.001
CCS_USC_OXY_HC,EU18,2010,10000,40,36,7,95,0,85,0,4521.73913,135.6521739,10,0.001
CCS_USC_PRE_HC,EU18,2010,10000,40,33,7,95,0,85,0,5261.538462,157.8461538,10,0.001
COA_SC_LN,EU18,2010,10000,40,40,7,95,0,0,0,2415,48.3,10,0.001
COA_IGCC_LN,EU18,2010,10000,40,44,7,95,0,0,0,4200,84,10,0.001
CCS_USC_POS_LN,EU18,2010,10000,40,34,7,95,0,85,0,4510.434783,135.3130435,10,0.001
CCS_NGCC_POS,EU18,2010,10000,35,49,7,95,0,85,0,1975.986278,49.39965695,10,0.001
OIL_ST,EU18,2010,10000,30,38,7,95,0,0,0,2000,48,10,0.001
STR_HPS,EU18,2010,3000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,EU18,2010,3000,60,80,0,98,0,0,0.6,1155,11.55,10,0.001
REW_WND_ON,EU18,2015,3000,20,100,0,95,0,0,0,1559.29,37.54,10,0.001
REW_WND_OFF,EU18,2015,3000,20,100,0,95,0,0,0,4039.67,79.77,10,0.001
REW_PV_GND,EU18,2015,3000,24,100,6,95,0,0,0,1473,15.27,10,0.001
REW_PV_RFT,EU18,2015,3000,23,100,6,95,0,0,0,2875.97,19.85,10,0.001
REW_CSP_NST,EU18,2015,3000,24,100,0,95,0,0,0,4838,20.2,10,0.001
