ProcessName,RegionName,Time,StdUnitCapacity,TechnicalLife,GrossEfficiency,OwnUseRate,Availability,MinLoadRate,CCSCaptureRate,DayStorageOutput,CAPEX,OPEX,DiscountRate,RunningCost
Unit,Unit,Year,MW,Year,%,%,%,%,%,GWh,USD/KW,USD/KW,%,USD/KWh
CCS_USC_POS_HC,MEA,2040,3000,40,41,7,95,0,85,0,2398.096795,71.94290384,10,0.001
CCS_USC_OXY_HC,MEA,2040,3000,40,41,7,95,0,85,0,2549.471675,76.48415026,10,0.001
CCS_USC_PRE_HC,MEA,2040,3000,40,42,7,95,0,85,0,3073.933073,92.21799219,10,0.001
COA_SC_LN,MEA,2040,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2040,3000,40,48,7,95,0,0,0,2618.535581,52.37071161,10,0.001
CCS_USC_POS_LN,MEA,2040,3000,40,36.5,7,95,0,85,0,2518.001634,75.54004903,10,0.001
CCS_NGCC_POS,MEA,2040,3000,35,53,7,95,0,85,0,1148.984454,28.72461134,10,0.001
OIL_ST,MEA,2040,3000,30,39,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2040,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2040,1000,60,80,0,98,0,0,0.6,163.4,1.634,10,0.001
REW_WND_ON,MEA,2045,1000,20,100,0,95,0,0,0,1286.87,23.25,10,0.001
REW_WND_OFF,MEA,2045,1000,20,100,0,95,0,0,0,2479.43,46.94,10,0.001
REW_PV_GND,MEA,2045,1000,30,100,6,95,0,0,0,623.76,5.59,10,0.001
REW_PV_RFT,MEA,2045,1000,25,100,6,95,0,0,0,974.7,7.93,10,0.001
REW_CSP_NST,MEA,2045,1000,25,100,0,95,0,0,0,3788,15.2,10,0.001
COA_SUB_HC,MEA,2045,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2045,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2045,3000,30,49.5,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2045,3000,30,46.5,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2045,3000,30,60.5,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2045,3000,30,52.25,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2045,3000,35,39.5,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2045,1000,40,10,6,95,0,0,0,3917.06,34.99,10,0.001
REW_HYD_LG,MEA,2045,1000,100,100,1,95,0,0,0,3513.47,37.15,10,0.001
REW_HYD_SM,MEA,2045,1000,100,100,1,95,0,0,0,1977.77,20.88,10,0.001
NUK_LWR,MEA,2045,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2045,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2045,3000,30,41,7,95,0,85,0,6088.9,100.69,10,0.001
COA_SC_HC,MEA,2045,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2045,3000,40,51,7,95,0,0,0,2439.629423,48.79258846,10,0.001
CCS_USC_POS_HC,MEA,2045,3000,40,41.5,7,95,0,85,0,2314.442255,69.43326766,10,0.001
CCS_USC_OXY_HC,MEA,2045,3000,40,41.5,7,95,0,85,0,2449.882938,73.49648814,10,0.001
CCS_USC_PRE_HC,MEA,2045,3000,40,44,7,95,0,85,0,2951.951602,88.55854805,10,0.001
COA_SC_LN,MEA,2045,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2045,3000,40,49,7,95,0,0,0,2561.610894,51.23221788,10,0.001
CCS_USC_POS_LN,MEA,2045,3000,40,37.75,7,95,0,85,0,2430.164368,72.90493104,10,0.001
CCS_NGCC_POS,MEA,2045,3000,35,53.5,7,95,0,85,0,1130.452446,28.26131116,10,0.001
OIL_ST,MEA,2045,3000,30,39.5,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2045,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2045,1000,60,80,0,98,0,0,0.6,148.8,1.488,10,0.001
REW_WND_ON,MEA,2050,1000,20,100,0,95,0,0,0,1284.92,22.37,10,0.001
REW_WND_OFF,MEA,2050,1000,20,100,0,95,0,0,0,2398.6,44.75,10,0.001
REW_PV_GND,MEA,2050,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2050,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2050,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2050,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2050,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2050,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2050,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2050,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2050,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2050,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2050,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2050,1000,100,100,1,95,0,0,0,3484.35,36.46,10,0.001
REW_HYD_SM,MEA,2050,1000,100,100,1,95,0,0,0,1959.95,20.51,10,0.001
NUK_LWR,MEA,2050,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2050,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2050,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2050,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2050,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2050,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2050,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2050,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2050,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2050,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2050,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2050,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2050,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2050,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2050,1000,60,80,0,98,0,0,0.6,138.8,1.388,10,0.001
REW_WND_ON,MEA,2055,1000,20,100,0,95,0,0,0,1284.92,22.07,10,0.001
REW_WND_OFF,MEA,2055,1000,25,100,0,95,0,0,0,2398.6,44.13,10,0.001
REW_PV_GND,MEA,2055,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2055,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2055,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2055,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2055,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2055,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2055,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2055,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2055,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2055,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2055,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2055,1000,100,100,1,95,0,0,0,3477.37,36.07,10,0.001
REW_HYD_SM,MEA,2055,1000,100,100,1,95,0,0,0,1956.02,20.29,10,0.001
NUK_LWR,MEA,2055,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2055,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2055,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2055,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2055,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2055,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2055,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2055,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2055,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2055,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2055,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2055,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2055,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2055,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2055,1000,60,80,0,98,0,0,0.6,139.8,1.398,10,0.001
REW_WND_ON,MEA,2060,1000,20,100,0,95,0,0,0,1284.92,21.76,10,0.001
REW_WND_OFF,MEA,2060,1000,25,100,0,95,0,0,0,2398.6,43.51,10,0.001
REW_PV_GND,MEA,2060,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2060,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2060,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2060,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2060,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2060,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2060,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2060,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2060,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2060,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2060,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2060,1000,100,100,1,95,0,0,0,3470.38,35.68,10,0.001
REW_HYD_SM,MEA,2060,1000,100,100,1,95,0,0,0,1952.09,20.07,10,0.001
NUK_LWR,MEA,2060,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2060,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2060,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2060,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2060,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2060,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2060,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2060,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2060,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2060,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2060,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2060,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2060,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2060,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2060,1000,60,80,0,98,0,0,0.6,140.8,1.408,10,0.001
REW_WND_ON,MEA,2065,1000,20,100,0,95,0,0,0,1284.92,21.45,10,0.001
REW_WND_OFF,MEA,2065,1000,25,100,0,95,0,0,0,2398.6,42.9,10,0.001
REW_PV_GND,MEA,2065,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2065,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2065,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2065,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2065,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2065,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2065,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2065,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2065,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2065,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2065,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2065,1000,100,100,1,95,0,0,0,3463.4,35.28,10,0.001
REW_HYD_SM,MEA,2065,1000,100,100,1,95,0,0,0,1948.16,19.85,10,0.001
NUK_LWR,MEA,2065,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2065,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2065,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2065,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2065,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2065,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2065,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2065,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2065,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2065,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2065,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2065,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2065,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2065,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2065,1000,60,80,0,98,0,0,0.6,141.8,1.418,10,0.001
REW_WND_ON,MEA,2070,1000,20,100,0,95,0,0,0,1284.92,21.14,10,0.001
REW_WND_OFF,MEA,2070,1000,25,100,0,95,0,0,0,2398.6,42.28,10,0.001
REW_PV_GND,MEA,2070,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2070,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2070,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2070,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2070,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2070,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2070,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2070,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2070,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2070,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2070,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2070,1000,100,100,1,95,0,0,0,3456.41,34.89,10,0.001
REW_HYD_SM,MEA,2070,1000,100,100,1,95,0,0,0,1944.23,19.63,10,0.001
NUK_LWR,MEA,2070,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2070,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2070,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2070,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2070,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2070,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2070,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2070,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2070,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2070,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2070,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2070,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2070,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2070,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2070,1000,60,80,0,98,0,0,0.6,142.8,1.428,10,0.001
REW_WND_ON,MEA,2075,1000,20,100,0,95,0,0,0,1284.92,20.83,10,0.001
REW_WND_OFF,MEA,2075,1000,25,100,0,95,0,0,0,2398.6,41.66,10,0.001
REW_PV_GND,MEA,2075,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2075,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2075,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2075,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2075,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2075,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2075,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2075,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2075,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2075,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2075,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2075,1000,100,100,1,95,0,0,0,3449.43,34.5,10,0.001
REW_HYD_SM,MEA,2075,1000,100,100,1,95,0,0,0,1940.3,19.41,10,0.001
NUK_LWR,MEA,2075,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2075,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2075,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2075,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2075,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2075,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2075,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2075,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2075,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2075,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2075,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2075,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2075,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2075,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2075,1000,60,80,0,98,0,0,0.6,143.8,1.438,10,0.001
REW_WND_ON,MEA,2065,1000,20,100,0,95,0,0,0,1284.92,21.45,10,0.001
REW_WND_OFF,MEA,2080,1000,25,100,0,95,0,0,0,2398.6,41.04,10,0.001
REW_PV_GND,MEA,2080,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2080,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2080,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2080,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2080,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2080,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2080,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2080,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2080,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2080,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2080,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2080,1000,100,100,1,95,0,0,0,3442.44,34.11,10,0.001
REW_HYD_SM,MEA,2080,1000,100,100,1,95,0,0,0,1936.37,19.19,10,0.001
NUK_LWR,MEA,2080,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2080,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2080,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2080,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2080,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2080,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2080,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2080,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2080,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2080,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
CCS_USC_POS_LN,MEA,2080,3000,40,39,7,95,0,85,0,2342.327102,70.26981305,10,0.001
CCS_NGCC_POS,MEA,2080,3000,35,54,7,95,0,85,0,1111.920439,27.79801098,10,0.001
OIL_ST,MEA,2080,3000,30,40,7,95,0,0,0,1350.520033,32.4124808,10,0.001
STR_HPS,MEA,2080,1000,60,80,0,98,0,0,0.6,2394.092,47.88183,10,0.001
STR_BAT,MEA,2080,1000,60,80,0,98,0,0,0.6,144.8,1.448,10,0.001
REW_WND_ON,MEA,2085,1000,20,100,0,95,0,0,0,1284.92,20.21,10,0.001
REW_WND_OFF,MEA,2085,1000,25,100,0,95,0,0,0,2398.6,40.42,10,0.001
REW_PV_GND,MEA,2085,1000,30,100,6,95,0,0,0,564.6,5.12,10,0.001
REW_PV_RFT,MEA,2085,1000,25,100,6,95,0,0,0,920.94,7.26,10,0.001
REW_CSP_NST,MEA,2085,1000,25,100,0,95,0,0,0,3444,13.8,10,0.001
COA_SUB_HC,MEA,2085,3000,30,35,7,95,0,0,0,1684.21,33.68,10,0.001
COA_SUB_LN,MEA,2085,3000,30,34,7,95,0,0,0,1768.42,35.36,10,0.001
COA_USC_HC,MEA,2085,3000,30,50,7,95,0,0,0,1832.432767,36.64865533,10,0.001
COA_USC_LN,MEA,2085,3000,30,47,7,95,0,0,0,1924.054405,38.4810881,10,0.001
GAS_CC,MEA,2085,3000,30,61,7,95,0,0,0,1225.18,18.95,10,0.001
CCS_NGCC_OXY,MEA,2085,3000,30,53,7,95,0,85,0,2192.06,61.55,10,0.001
GAS_GT,MEA,2085,3000,35,40,7,95,0,0,0,892.8499252,13.8098125,10,0.001
REW_GEO,MEA,2085,1000,40,10,6,95,0,0,0,3874.01,34.47,10,0.001
REW_HYD_LG,MEA,2085,1000,100,100,1,95,0,0,0,3435.46,33.72,10,0.001
REW_HYD_SM,MEA,2085,1000,100,100,1,95,0,0,0,1932.44,18.97,10,0.001
NUK_LWR,MEA,2085,3000,40,37,6,95,60,0,0,4073.16,51.7,10,0.001
BIO_BIO,MEA,2085,3000,30,30,7,95,0,0,0,5111.67,57.85,10,0.001
CCS_IGCC_BIO,MEA,2085,3000,30,43,7,95,0,85,0,5837.29,96.53,10,0.001
COA_SC_HC,MEA,2085,3000,40,40,7,95,0,0,0,1620.998217,32.41996433,10,0.001
COA_IGCC_HC,MEA,2085,3000,40,52,7,95,0,0,0,2385.415436,47.70830872,10,0.001
CCS_USC_POS_HC,MEA,2085,3000,40,42,7,95,0,85,0,2230.787716,66.92363148,10,0.001
CCS_USC_OXY_HC,MEA,2085,3000,40,42,7,95,0,85,0,2350.294201,70.50882602,10,0.001
CCS_USC_PRE_HC,MEA,2085,3000,40,46,7,95,0,85,0,2829.970131,84.89910392,10,0.001
COA_SC_LN,MEA,2085,3000,40,38,7,95,0,0,0,1702.048127,34.04096255,10,0.001
COA_IGCC_LN,MEA,2085,3000,40,50,7,95,0,0,0,2504.686208,50.09372415,10,0.001
