lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
UGA0PWRBIO001,UGA,PWRBIO001,0,Capacity Scaler,30.0,2001,0.048
UGA1PWRBIO001,UGA,PWRBIO001,1,KakiraSugarWo18245,30.0,2001,0.012
UGA0PWRHYD002,UGA,PWRHYD002,0,Bugoye18242,80.0,1974,0.011
UGA0PWRHYD001,UGA,PWRHYD001,0,BujagaliFalls18243,80.0,1974,0.25
UGA1PWRHYD002,UGA,PWRHYD002,1,Capacity Scaler,80.0,1974,0.0395
UGA2PWRHYD002,UGA,PWRHYD002,2,IshashaRiver18244,80.0,1974,0.01
UGA1PWRHYD001,UGA,PWRHYD001,1,Kiira18246,80.0,1974,0.205
UGA3PWRHYD002,UGA,PWRHYD002,3,Mubuku318248,80.0,1974,0.011
UGA2PWRHYD001,UGA,PWRHYD001,2,Narubale18249,80.0,1974,0.18
UGA0PWROHC002,UGA,PWROHC002,0,Capacity Scaler,30.0,1996,0.086
UGA1PWROHC002,UGA,PWROHC002,1,LugogoSubstati18247,30.0,1996,0.05
UGA0PWRSOL001,UGA,PWRSOL001,0,Capacity Scaler,20.0,2014,0.02
