,commodity,region,technology,year,supply
0,electricity,Brazil,Biomass Power Plant,2025,1430.32640000000
1,electricity,Brazil,Biomass Power Plant,2030,1001.22850000000
2,electricity,Brazil,Coal Power Plant,2025,622.28660000000
3,electricity,Brazil,Coal Power Plant,2030,435.60070000000
4,electricity,Brazil,Gas Power Plant (CCGT),2025,2895.25180000000
5,electricity,Brazil,Gas Power Plant (CCGT),2030,2026.67630000000
6,electricity,Brazil,Gas Power Plant (SCGT),2025,107.80400000000
7,electricity,Brazil,Gas Power Plant (SCGT),2030,75.46280000000
8,electricity,Brazil,Large Hydropower Plant (Dam) (>100MW),2025,7515.75920000000
9,electricity,Brazil,Large Hydropower Plant (Dam) (>100MW),2030,5261.03150000000
10,electricity,Brazil,Medium Hydropower Plant (10-100MW),2025,585.51940000000
11,electricity,Brazil,Medium Hydropower Plant (10-100MW),2030,409.86350000000
12,electricity,Brazil,Nuclear Power Plant,2025,298.72160000000
13,electricity,Brazil,Nuclear Power Plant,2030,209.10510000000
14,electricity,Brazil,Oil Fired Gas Turbine (SCGT),2025,2011.96660000000
15,electricity,Brazil,Oil Fired Gas Turbine (SCGT),2030,1408.37660000000
16,electricity,Brazil,Onshore Wind,2025,396.19420000000
17,electricity,Brazil,Onshore Wind,2030,277.33600000000
18,electricity,Brazil,Small Hydropower Plant (<10MW),2025,89.89760000000
19,electricity,Brazil,Small Hydropower Plant (<10MW),2030,62.92830000000
20,electricity,Brazil,Solar PV (Distributed with Storage),2025,0.23560000000
21,electricity,Brazil,Solar PV (Distributed with Storage),2030,0.16490000000
22,electricity,Brazil,Solar PV (Utility),2025,0.16760000000
23,electricity,Brazil,Solar PV (Utility),2030,0.11730000000
