RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Cameroon,PJ/y,139615.60249999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,PJ/y,62050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,PJ/y,120450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,PJ/y,45730.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,PJ/y,37405.200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,PJ/y,3212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
