ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Oil Fired Gas Turbine (SCGT),Eritrea,PJ/y,38836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
