ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Oil Fired Gas Turbine (SCGT),Guinea-Bissau,PJ/y,0.5676479999999999,0.3973535999999999,0.2781475199999999,0.19470326399999993,0.13629228479999994,0.09540459935999995,0.06678321955199996
Solar PV (Distributed with Storage),Guinea-Bissau,PJ/y,0.03689711999999999,0.02582798399999999,0.018079588799999994,0.012655712159999995,0.008858998511999996,0.006201298958399997,0.004340909270879998
