ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Medium Hydropower Plant (10-100MW),Liberia,PJ/y,1.8921599999999998,1.324512,0.9271583999999998,0.6490108799999998,0.45430761599999986,0.31801533119999986,0.22261073183999988
Oil Fired Gas Turbine (SCGT),Liberia,PJ/y,3.8063952,2.6644766399999997,1.8651336479999996,1.3055935535999996,0.9139154875199996,0.6397408412639997,0.44781858888479975
Solar PV (Distributed with Storage),Liberia,PJ/y,0.08136288,0.056954015999999996,0.03986781119999999,0.02790746783999999,0.019535227487999993,0.013674659241599994,0.009572261469119995
