ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Gas Power Plant (CCGT),Nigeria,PJ/y,1600269.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas Power Plant (SCGT),Nigeria,PJ/y,1011725.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Nigeria,PJ/y,268056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar PV (Utility),Nigeria,PJ/y,2109.7000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
