Technology,Parameter,Value
Solar PV (Twh/yr),Estimated Renewable Energy Potential,36.1
CSP (Twh/yr),Estimated Renewable Energy Potential,0
Onshore Wind (Twh/yr),Estimated Renewable Energy Potential,1888.6
Offshore Wind (TWh/yr),Estimated Renewable Energy Potential,73
Hydropower (MW),Estimated Renewable Energy Potential,25700
Geothermal (MW),Estimated Renewable Energy Potential,714
