timeslice,commodity,region,supply,units_prices,year
"('winter', 'all-week', 'night')",electricity,Brazil,2593.18770000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'day')",electricity,Brazil,2601.59940000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'night')",electricity,Brazil,3434.90750000000,MUS$2020/PJ,2020
"('spring', 'all-week', 'day')",electricity,Brazil,3436.99750000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'night')",electricity,Brazil,2280.90790000000,MUS$2020/PJ,2020
"('summer', 'all-week', 'day')",electricity,Brazil,2272.72890000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'night')",electricity,Brazil,3097.85830000000,MUS$2020/PJ,2020
"('autumn', 'all-week', 'day')",electricity,Brazil,3073.42800000000,MUS$2020/PJ,2020
"('winter', 'all-week', 'night')",electricity,Brazil,1815.23140000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'day')",electricity,Brazil,1821.11960000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'night')",electricity,Brazil,2404.43520000000,MUS$2020/PJ,2025
"('spring', 'all-week', 'day')",electricity,Brazil,2405.89830000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'night')",electricity,Brazil,1596.63550000000,MUS$2020/PJ,2025
"('summer', 'all-week', 'day')",electricity,Brazil,1590.91020000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'night')",electricity,Brazil,2168.50080000000,MUS$2020/PJ,2025
"('autumn', 'all-week', 'day')",electricity,Brazil,2151.39960000000,MUS$2020/PJ,2025
"('winter', 'all-week', 'night')",electricity,Brazil,1270.66200000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'day')",electricity,Brazil,1274.78370000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'night')",electricity,Brazil,1683.10470000000,MUS$2020/PJ,2030
"('spring', 'all-week', 'day')",electricity,Brazil,1684.12880000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'night')",electricity,Brazil,1117.64490000000,MUS$2020/PJ,2030
"('summer', 'all-week', 'day')",electricity,Brazil,1113.63720000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'night')",electricity,Brazil,1517.95050000000,MUS$2020/PJ,2030
"('autumn', 'all-week', 'day')",electricity,Brazil,1505.97970000000,MUS$2020/PJ,2030
"('winter', 'all-week', 'night')",electricity,Brazil,889.46340000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'day')",electricity,Brazil,892.34860000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'night')",electricity,Brazil,1178.17330000000,MUS$2020/PJ,2035
"('spring', 'all-week', 'day')",electricity,Brazil,1178.89020000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'night')",electricity,Brazil,782.35140000000,MUS$2020/PJ,2035
"('summer', 'all-week', 'day')",electricity,Brazil,779.54600000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'night')",electricity,Brazil,1062.56540000000,MUS$2020/PJ,2035
"('autumn', 'all-week', 'day')",electricity,Brazil,1054.18580000000,MUS$2020/PJ,2035
"('winter', 'all-week', 'night')",electricity,Brazil,622.62440000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'day')",electricity,Brazil,624.64400000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'night')",electricity,Brazil,824.72130000000,MUS$2020/PJ,2040
"('spring', 'all-week', 'day')",electricity,Brazil,825.22310000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'night')",electricity,Brazil,547.64600000000,MUS$2020/PJ,2040
"('summer', 'all-week', 'day')",electricity,Brazil,545.68220000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'night')",electricity,Brazil,743.79580000000,MUS$2020/PJ,2040
"('autumn', 'all-week', 'day')",electricity,Brazil,737.93010000000,MUS$2020/PJ,2040
"('winter', 'all-week', 'night')",electricity,Brazil,435.83700000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'day')",electricity,Brazil,437.25080000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'night')",electricity,Brazil,577.30490000000,MUS$2020/PJ,2045
"('spring', 'all-week', 'day')",electricity,Brazil,577.65620000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'night')",electricity,Brazil,383.35220000000,MUS$2020/PJ,2045
"('summer', 'all-week', 'day')",electricity,Brazil,381.97750000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'night')",electricity,Brazil,520.65700000000,MUS$2020/PJ,2045
"('autumn', 'all-week', 'day')",electricity,Brazil,516.55100000000,MUS$2020/PJ,2045
"('winter', 'all-week', 'night')",electricity,Brazil,384.48160000000,MUS$2020/PJ,2050
"('winter', 'all-week', 'day')",electricity,Brazil,385.47120000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'night')",electricity,Brazil,483.50910000000,MUS$2020/PJ,2050
"('spring', 'all-week', 'day')",electricity,Brazil,483.75500000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'night')",electricity,Brazil,347.74220000000,MUS$2020/PJ,2050
"('summer', 'all-week', 'day')",electricity,Brazil,346.77990000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'night')",electricity,Brazil,443.85560000000,MUS$2020/PJ,2050
"('autumn', 'all-week', 'day')",electricity,Brazil,440.98140000000,MUS$2020/PJ,2050
