ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Biomass Power Plant,Philippines,PJ/y,5.982379199999999,4.187665439999999,2.9313658079999994,2.0519560655999993,1.4363692459199995,1.0054584721439996,0.7038209305007997
Coal Power Plant,Philippines,PJ/y,337.39483391999994,236.17638374399993,165.32346862079996,115.72642803455996,81.00849962419197,56.70594973693437,39.69416481585406
Gas Power Plant (CCGT),Philippines,PJ/y,133.63411536,93.543880752,65.4807165264,45.836501568479996,32.085551097936,22.459885768555196,15.721920037988637
Gas Power Plant (SCGT),Philippines,PJ/y,3.1536,2.2075199999999997,1.5452639999999997,1.0816847999999997,0.7571793599999997,0.5300255519999998,0.37101788639999983
Geothermal Power Plant,Philippines,PJ/y,60.5112768,42.357893759999996,29.650525631999994,20.755367942399996,14.528757559679995,10.170130291775996,7.119091204243197
Large Hydropower Plant (Dam) (>100MW),Philippines,PJ/y,107.03003040000002,74.92102128,52.444714896,36.7113004272,25.69791029904,17.988537209327998,12.591976046529597
Light Fuel Oil Power Plant,Philippines,PJ/y,85.44584592,59.81209214399999,41.86846450079999,29.30792515055999,20.51554760539199,14.360883323774392,10.052618326642074
Medium Hydropower Plant (10-100MW),Philippines,PJ/y,6.559488,4.5916416,3.2141491199999996,2.2499043839999997,1.5749330687999996,1.1024531481599997,0.7717172037119998
Onshore Wind,Philippines,PJ/y,6.941073599999999,4.858751519999999,3.401126063999999,2.3807882447999993,1.6665517713599993,1.1665862399519995,0.8166103679663996
Small Hydropower Plant (<10MW),Philippines,PJ/y,0.031536,0.0220752,0.015452639999999998,0.010816847999999999,0.007571793599999999,0.005300255519999999,0.003710178863999999
Solar PV (Distributed with Storage),Philippines,PJ/y,0.03658175999999999,0.025607231999999994,0.017925062399999993,0.012547543679999995,0.008783280575999995,0.006148296403199996,0.004303807482239997
Solar PV (Utility),Philippines,PJ/y,25.796447999999998,18.057513599999997,12.640259519999997,8.848181663999997,6.193727164799998,4.335609015359998,3.034926310751999
