,region,year,agent,replacement_,asset_,month,day,hour,LCOE,category,name
81,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,autumn,all-week,night,187.75839284142236,newcapa,A1
82,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,spring,all-week,day,31.154603226098846,newcapa,A1
83,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,spring,all-week,night,187.75839284142236,newcapa,A1
84,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,summer,all-week,day,31.154603226098846,newcapa,A1
85,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,summer,all-week,night,187.75839284142236,newcapa,A1
86,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,winter,all-week,day,31.154603226098846,newcapa,A1
87,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Geothermal Power Plant,winter,all-week,night,187.75839284142236,newcapa,A1
88,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),autumn,all-week,day,31.154603226098846,newcapa,A1
89,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),autumn,all-week,night,187.7583928414224,newcapa,A1
90,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),spring,all-week,day,31.154603226098846,newcapa,A1
91,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),spring,all-week,night,187.7583928414224,newcapa,A1
92,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),summer,all-week,day,31.154603226098846,newcapa,A1
93,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),summer,all-week,night,187.7583928414224,newcapa,A1
94,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),winter,all-week,day,31.154603226098846,newcapa,A1
95,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Large Hydropower Plant (Dam) (>100MW),winter,all-week,night,187.7583928414224,newcapa,A1
96,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,autumn,all-week,day,31.154603226098846,newcapa,A1
97,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,autumn,all-week,night,187.75839284142236,newcapa,A1
98,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,spring,all-week,day,31.154603226098846,newcapa,A1
99,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,spring,all-week,night,187.75839284142236,newcapa,A1
100,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,summer,all-week,day,31.154603226098846,newcapa,A1
101,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,summer,all-week,night,187.75839284142236,newcapa,A1
102,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,winter,all-week,day,31.154603226098846,newcapa,A1
103,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Light Fuel Oil Power Plant,winter,all-week,night,187.75839284142236,newcapa,A1
104,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),autumn,all-week,day,31.154603226098853,newcapa,A1
105,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),autumn,all-week,night,187.75839284142242,newcapa,A1
106,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),spring,all-week,day,31.154603226098853,newcapa,A1
107,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),spring,all-week,night,187.75839284142242,newcapa,A1
108,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),summer,all-week,day,31.154603226098853,newcapa,A1
109,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),summer,all-week,night,187.75839284142242,newcapa,A1
110,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),winter,all-week,day,31.154603226098853,newcapa,A1
111,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Medium Hydropower Plant (10-100MW),winter,all-week,night,187.75839284142242,newcapa,A1
112,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),autumn,all-week,day,31.154603226098846,newcapa,A1
113,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),autumn,all-week,night,187.7583928414224,newcapa,A1
114,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),spring,all-week,day,31.154603226098846,newcapa,A1
115,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),spring,all-week,night,187.7583928414224,newcapa,A1
116,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),summer,all-week,day,31.154603226098846,newcapa,A1
117,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),summer,all-week,night,187.7583928414224,newcapa,A1
118,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),winter,all-week,day,31.154603226098846,newcapa,A1
119,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Oil Fired Gas Turbine (SCGT),winter,all-week,night,187.7583928414224,newcapa,A1
120,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,autumn,all-week,day,31.15460322609885,newcapa,A1
121,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,autumn,all-week,night,187.7583928414224,newcapa,A1
122,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,spring,all-week,day,31.15460322609885,newcapa,A1
123,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,spring,all-week,night,187.7583928414224,newcapa,A1
124,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,summer,all-week,day,31.15460322609885,newcapa,A1
125,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,summer,all-week,night,187.7583928414224,newcapa,A1
126,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,winter,all-week,day,31.15460322609885,newcapa,A1
127,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Onshore Wind,winter,all-week,night,187.7583928414224,newcapa,A1
128,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),autumn,all-week,day,31.154603226098846,newcapa,A1
129,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),autumn,all-week,night,187.75839284142242,newcapa,A1
130,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),spring,all-week,day,31.154603226098846,newcapa,A1
131,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),spring,all-week,night,187.75839284142242,newcapa,A1
132,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),summer,all-week,day,31.154603226098846,newcapa,A1
133,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),summer,all-week,night,187.75839284142242,newcapa,A1
134,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),winter,all-week,day,31.154603226098846,newcapa,A1
135,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Distributed with Storage),winter,all-week,night,187.75839284142242,newcapa,A1
136,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),autumn,all-week,day,31.154603226098846,newcapa,A1
137,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),autumn,all-week,night,187.75839284142242,newcapa,A1
138,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),spring,all-week,day,31.154603226098846,newcapa,A1
139,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),spring,all-week,night,187.75839284142242,newcapa,A1
140,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),summer,all-week,day,31.154603226098846,newcapa,A1
141,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),summer,all-week,night,187.75839284142242,newcapa,A1
142,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),winter,all-week,day,31.154603226098846,newcapa,A1
143,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP with Storage,Solar PV (Utility),winter,all-week,night,187.75839284142242,newcapa,A1
144,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,autumn,all-week,day,21.80829336367624,newcapa,A1
145,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,autumn,all-week,night,inf,newcapa,A1
146,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,spring,all-week,day,21.80829336367624,newcapa,A1
147,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,spring,all-week,night,inf,newcapa,A1
148,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,summer,all-week,day,21.80829336367624,newcapa,A1
149,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,summer,all-week,night,inf,newcapa,A1
150,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,winter,all-week,day,21.80829336367624,newcapa,A1
151,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Biomass Power Plant,winter,all-week,night,inf,newcapa,A1
152,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,autumn,all-week,day,21.808293363676235,newcapa,A1
153,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,autumn,all-week,night,inf,newcapa,A1
154,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,spring,all-week,day,21.808293363676235,newcapa,A1
155,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,spring,all-week,night,inf,newcapa,A1
156,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,summer,all-week,day,21.808293363676235,newcapa,A1
157,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,summer,all-week,night,inf,newcapa,A1
158,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,winter,all-week,day,21.808293363676235,newcapa,A1
159,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Geothermal Power Plant,winter,all-week,night,inf,newcapa,A1
160,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),autumn,all-week,day,21.80829336367624,newcapa,A1
161,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),autumn,all-week,night,inf,newcapa,A1
162,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),spring,all-week,day,21.80829336367624,newcapa,A1
163,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),spring,all-week,night,inf,newcapa,A1
164,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),summer,all-week,day,21.80829336367624,newcapa,A1
165,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),summer,all-week,night,inf,newcapa,A1
166,Kenya,2050,528fc03b-57e8-4752-9280-d8d9910e825f,CSP without Storage,Large Hydropower Plant (Dam) (>100MW),winter,all-week,day,21.80829336367624,newcapa,A1
