ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Biomass Power Plant,Zambia,PJ/y,7256.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coal Power Plant,Zambia,PJ/y,93075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Zambia,PJ/y,530724.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Fuel Oil Power Plant,Zambia,PJ/y,49640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Zambia,PJ/y,2759.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
