,commodity,region,technology,year,supply
0,electricity,Kenya,Medium Hydropower Plant (10-100MW),2060,145.25930000000
1,electricity,Kenya,Medium Hydropower Plant (10-100MW),2065,145.25930000000
2,electricity,Kenya,Coal Power Plant,2060,0.00030000000
3,electricity,Kenya,Coal Power Plant,2065,0.00030000000
4,electricity,Kenya,Gas Power Plant (CCGT),2060,0.00020000000
5,electricity,Kenya,Gas Power Plant (CCGT),2065,0.00020000000
6,electricity,Kenya,Gas Power Plant (SCGT),2060,0.00020000000
7,electricity,Kenya,Geothermal Power Plant,2060,360.33330000000
8,electricity,Kenya,Medium Hydropower Plant (10-100MW),2060,553.53980000000
9,electricity,Kenya,Medium Hydropower Plant (10-100MW),2065,553.53980000000
10,electricity,Kenya,Nuclear Power Plant,2060,0.00010000000
11,electricity,Kenya,Nuclear Power Plant,2065,0.00010000000
12,electricity,Kenya,Offshore Wind,2060,0.00010000000
13,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2060,409.38790000000
14,electricity,Kenya,Solar PV (Utility),2060,27.60430000000
15,electricity,Kenya,CSP without Storage,2060,0.00020000000
16,electricity,Kenya,CSP without Storage,2065,0.00020000000
17,electricity,Kenya,Coal Power Plant,2060,0.00170000000
18,electricity,Kenya,Coal Power Plant,2065,0.00170000000
19,electricity,Kenya,Gas Power Plant (CCGT),2060,0.00100000000
20,electricity,Kenya,Gas Power Plant (CCGT),2065,0.00100000000
21,electricity,Kenya,Gas Power Plant (SCGT),2060,0.00140000000
22,electricity,Kenya,Gas Power Plant (SCGT),2065,0.00140000000
23,electricity,Kenya,Geothermal Power Plant,2060,360.33330000000
24,electricity,Kenya,Geothermal Power Plant,2065,360.33330000000
25,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2060,279.79920000000
26,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2065,279.79920000000
27,electricity,Kenya,Medium Hydropower Plant (10-100MW),2060,0.55580000000
28,electricity,Kenya,Medium Hydropower Plant (10-100MW),2065,0.55580000000
29,electricity,Kenya,Nuclear Power Plant,2060,0.00080000000
30,electricity,Kenya,Nuclear Power Plant,2065,0.00080000000
31,electricity,Kenya,Offshore Wind,2060,0.00040000000
32,electricity,Kenya,Offshore Wind,2065,0.00040000000
33,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2060,593.38480000000
34,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2065,593.38480000000
35,electricity,Kenya,Small Hydropower Plant (<10MW),2060,0.00010000000
36,electricity,Kenya,Small Hydropower Plant (<10MW),2065,0.00010000000
37,electricity,Kenya,Solar PV (Utility),2060,165.53520000000
38,electricity,Kenya,Solar PV (Utility),2065,165.53520000000
39,electricity,Kenya,CSP without Storage,2060,0.00130000000
40,electricity,Kenya,CSP without Storage,2065,0.00130000000
41,electricity,Kenya,Coal Power Plant,2060,0.01030000000
42,electricity,Kenya,Coal Power Plant,2065,0.01030000000
43,electricity,Kenya,Gas Power Plant (CCGT),2060,0.00590000000
44,electricity,Kenya,Gas Power Plant (CCGT),2065,0.00590000000
45,electricity,Kenya,Gas Power Plant (SCGT),2060,0.00830000000
46,electricity,Kenya,Gas Power Plant (SCGT),2065,0.00830000000
47,electricity,Kenya,Geothermal Power Plant,2060,360.33330000000
48,electricity,Kenya,Geothermal Power Plant,2065,360.33330000000
49,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2060,1071.02820000000
50,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2065,1071.02820000000
51,electricity,Kenya,Medium Hydropower Plant (10-100MW),2060,0.54470000000
52,electricity,Kenya,Medium Hydropower Plant (10-100MW),2065,0.54470000000
53,electricity,Kenya,Nuclear Power Plant,2060,0.00470000000
54,electricity,Kenya,Nuclear Power Plant,2065,0.00470000000
55,electricity,Kenya,Offshore Wind,2060,0.00250000000
56,electricity,Kenya,Offshore Wind,2065,0.00250000000
57,electricity,Kenya,Small Hydropower Plant (<10MW),2060,0.00050000000
