lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
PHL0PWRBIO001,PHL,PWRBIO001,0,CASA15161,30.0,2001,0.015
PHL1PWRBIO001,PHL,PWRBIO001,1,Capacity Scaler,30.0,2001,0.1667
PHL2PWRBIO001,PHL,PWRBIO001,2,SANCARLOS15216,30.0,2001,0.008
PHL0PWRCOA001,PHL,PWRCOA001,0,Anda15147,30.0,2016,0.084
PHL1PWRCOA001,PHL,PWRCOA001,1,Balingasagpowe15157,30.0,2017,0.165
PHL2PWRCOA001,PHL,PWRCOA001,2,CEBUTPPSalcon15164,30.0,1997,0.107
PHL3PWRCOA001,PHL,PWRCOA001,3,Calacapowerst15168,30.0,2007,0.9
PHL4PWRCOA001,PHL,PWRCOA001,4,Capacity Scaler,30.0,1997,1.9607234192
PHL5PWRCOA001,PHL,PWRCOA001,5,DavaoSanMigue15174,30.0,2017,0.3
PHL6PWRCOA001,PHL,PWRCOA001,6,DavaoThermaSo15175,30.0,2016,0.3
PHL7PWRCOA001,PHL,PWRCOA001,7,Limaypowersta15187,30.0,2018,0.3
PHL8PWRCOA001,PHL,PWRCOA001,8,MarivelesPower15194,30.0,2013,0.6
PHL9PWRCOA001,PHL,PWRCOA001,9,Masinlocpower15196,30.0,1998,0.66
PHL10PWRCOA001,PHL,PWRCOA001,10,MindanaoSteag15197,30.0,2006,0.232
PHL11PWRCOA001,PHL,PWRCOA001,11,MisamisOrienta15198,30.0,2016,0.406
PHL12PWRCOA001,PHL,PWRCOA001,12,Nagapowercomp15201,30.0,2001,0.312
PHL13PWRCOA001,PHL,PWRCOA001,13,PCPC15207,30.0,2016,0.135
PHL14PWRCOA001,PHL,PWRCOA001,14,PEDCCoal15208,30.0,1997,0.314
PHL15PWRCOA001,PHL,PWRCOA001,15,Pagbilaopower15211,30.0,2004,1.156
PHL16PWRCOA001,PHL,PWRCOA001,16,Quezonpowerst15214,30.0,2000,0.44
PHL17PWRCOA001,PHL,PWRCOA001,17,SCPCU115219,30.0,2017,0.3
PHL18PWRCOA001,PHL,PWRCOA001,18,SEC15220,30.0,2016,0.118
PHL19PWRCOA001,PHL,PWRCOA001,19,SLPGC15221,30.0,2016,0.3
PHL20PWRCOA001,PHL,PWRCOA001,20,SLTECPuttingB15222,30.0,2016,0.27
PHL21PWRCOA001,PHL,PWRCOA001,21,Sualpowerstat15234,30.0,1999,1.22
PHL22PWRCOA001,PHL,PWRCOA001,22,TOLEDOPOWERCO15236,30.0,1997,0.089
PHL23PWRCOA001,PHL,PWRCOA001,23,UPPC15238,30.0,1998,0.03
PHL0PWRNGS002,PHL,PWRNGS002,0,Avion15149,30.0,2016,0.1
PHL0PWRNGS001,PHL,PWRNGS001,0,Capacity Scaler,30.0,1994,0.9265070694
PHL1PWRNGS001,PHL,PWRNGS001,1,ILIJAN15180,30.0,1994,1.272
PHL2PWRNGS001,PHL,PWRNGS001,2,SANLORENZO15217,30.0,1994,0.53
PHL3PWRNGS001,PHL,PWRNGS001,3,STARITA15224,30.0,1994,1.059
PHL4PWRNGS001,PHL,PWRNGS001,4,SanGabriel15227,30.0,2016,0.45
PHL0PWRGEO,PHL,PWRGEO,0,BACMAN15150,30.0,1995,0.13
PHL1PWRGEO,PHL,PWRGEO,1,Capacity Scaler,30.0,1995,0.0688
PHL2PWRGEO,PHL,PWRGEO,2,LEYTEGPP15185,30.0,1995,0.113
PHL3PWRGEO,PHL,PWRGEO,3,MAKBAN15189,30.0,1995,0.443
PHL4PWRGEO,PHL,PWRGEO,4,MAKBANBinary15190,30.0,1995,0.016
PHL5PWRGEO,PHL,PWRGEO,5,MANITOLowland15192,30.0,1995,0.002
PHL6PWRGEO,PHL,PWRGEO,6,MTAPO15193,30.0,1995,0.109
PHL7PWRGEO,PHL,PWRGEO,7,PALINPINONGPP15203,30.0,1995,0.193
PHL8PWRGEO,PHL,PWRGEO,8,TIWI15235,30.0,1995,0.234
PHL9PWRGEO,PHL,PWRGEO,9,UNIFIEDLEYTE15237,30.0,1995,0.61
