,commodity,region,technology,year,supply
0,electricity,Laos,Biomass Power Plant,2030,2.59600000000
1,electricity,Laos,Biomass Power Plant,2035,1.81720000000
2,electricity,Laos,Coal Power Plant,2030,467.32230000000
3,electricity,Laos,Coal Power Plant,2035,415.14180000000
4,electricity,Laos,Coal Power Plant,2030,596.63740000000
5,electricity,Laos,Coal Power Plant,2035,596.63740000000
6,electricity,Laos,Coal Power Plant,2035,462.60710000000
7,electricity,Laos,Large Hydropower Plant (Dam) (>100MW),2030,250.12160000000
8,electricity,Laos,Large Hydropower Plant (Dam) (>100MW),2035,175.08520000000
9,electricity,Laos,Medium Hydropower Plant (10-100MW),2030,13.15450000000
10,electricity,Laos,Medium Hydropower Plant (10-100MW),2035,9.20820000000
11,electricity,Laos,Small Hydropower Plant (<10MW),2030,1.12580000000
12,electricity,Laos,Small Hydropower Plant (<10MW),2035,0.78810000000
13,electricity,Laos,Solar PV (Distributed with Storage),2030,0.03720000000
14,electricity,Laos,Solar PV (Distributed with Storage),2035,0.02600000000
