,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2025,7.94710000000
1,electricity,Kenya,Biomass Power Plant,2030,5.56300000000
2,electricity,Kenya,Geothermal Power Plant,2025,467.08740000000
3,electricity,Kenya,Geothermal Power Plant,2030,449.55030000000
4,electricity,Kenya,Geothermal Power Plant,2030,252.32590000000
5,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,42.24000000000
6,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2030,29.56800000000
7,electricity,Kenya,Light Fuel Oil Power Plant,2025,40.61840000000
8,electricity,Kenya,Light Fuel Oil Power Plant,2030,28.43290000000
9,electricity,Kenya,Medium Hydropower Plant (10-100MW),2025,21.06080000000
10,electricity,Kenya,Medium Hydropower Plant (10-100MW),2030,14.74250000000
11,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2025,63.15270000000
12,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2030,44.20690000000
13,electricity,Kenya,Onshore Wind,2025,10.79440000000
14,electricity,Kenya,Onshore Wind,2030,7.55610000000
15,electricity,Kenya,Solar PV (Distributed with Storage),2025,1.23280000000
16,electricity,Kenya,Solar PV (Distributed with Storage),2030,0.86300000000
17,electricity,Kenya,Solar PV (Utility),2025,0.67020000000
18,electricity,Kenya,Solar PV (Utility),2030,0.46920000000
