ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Biomass Power Plant,South Korea,PJ/y,27.054103679999997,18.937872575999997,13.256510803199998,9.279557562239997,6.495690293567998,4.5469832054975985,3.1828882438483186
Coal Power Plant,South Korea,PJ/y,1206.56736,844.5971519999999,591.2180063999999,413.8526044799999,289.6968231359999,202.78777619519994,141.95144333663995
Gas Power Plant (CCGT),South Korea,PJ/y,1059.0766415999997,741.3536491199998,518.9475543839998,363.2632880687998,254.28430164815984,177.99901115371188,124.59930780759831
Gas Power Plant (SCGT),South Korea,PJ/y,3.7212479999999997,2.6048735999999995,1.8234115199999994,1.2763880639999996,0.8934716447999996,0.6254301513599997,0.4378011059519997
Large Hydropower Plant (Dam) (>100MW),South Korea,PJ/y,152.22427199999998,106.55699039999999,74.58989327999998,52.21292529599999,36.54904770719999,25.58433339503999,17.909033376527994
Medium Hydropower Plant (10-100MW),South Korea,PJ/y,11.794464,8.256124799999998,5.779287359999999,4.045501151999999,2.831850806399999,1.982295564479999,1.3876068951359992
Nuclear Power Plant,South Korea,PJ/y,727.85088,509.4956159999999,356.6469311999999,249.65285183999993,174.75699628799993,122.32989740159994,85.63092818111996
Oil Fired Gas Turbine (SCGT),South Korea,PJ/y,102.64967999999999,71.85477599999999,50.29834319999999,35.208840239999994,24.646188167999995,17.252331717599994,12.076632202319995
Onshore Wind,South Korea,PJ/y,24.248030399999994,16.973621279999996,11.881534895999996,8.317074427199996,5.821952099039997,4.075366469327998,2.852756528529598
Small Hydropower Plant (<10MW),South Korea,PJ/y,1.9552319999999999,1.3686623999999998,0.9580636799999999,0.6706445759999998,0.46945120319999983,0.32861584223999984,0.23003108956799986
Solar PV (Utility),South Korea,PJ/y,111.42930240000001,78.00051168,54.600358176,38.220250723199996,26.754175506239996,18.727922854367996,13.109545998057596
