Power Generation Technology,Year,Value,Parameter
Oil Fired Gas Turbine (SCGT),2015,18.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2015,0.31,Estimated Installed Capacity (MW)
Oil Fired Gas Turbine (SCGT),2016,18.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2016,0.31,Estimated Installed Capacity (MW)
Oil Fired Gas Turbine (SCGT),2017,18.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2017,0.31,Estimated Installed Capacity (MW)
Oil Fired Gas Turbine (SCGT),2018,18.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2018,1.17,Estimated Installed Capacity (MW)
