ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Biomass Power Plant,Sudan,PJ/y,34857.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas Power Plant (CCGT),Sudan,PJ/y,98969.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Sudan,PJ/y,344660.63049999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Sudan,PJ/y,8789.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oil Fired Gas Turbine (SCGT),Sudan,PJ/y,270465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
