ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Light Fuel Oil Power Plant,South Sudan,PJ/y,1.66793904,1.167557328,0.8172901295999999,0.5721030907199999,0.4004721635039999,0.2803305144527999,0.1962313601169599
Oil Fired Gas Turbine (SCGT),South Sudan,PJ/y,0.378432,0.2649024,0.18543168,0.129802176,0.09086152319999999,0.06360306623999999,0.04452214636799999
Solar PV (Distributed with Storage),South Sudan,PJ/y,0.0173448,0.01214136,0.008498951999999999,0.005949266399999999,0.004164486479999999,0.0029151405359999993,0.0020405983751999993
