RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Rwanda,PJ/y,8066.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,PJ/y,17476.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,PJ/y,8176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,PJ/y,416.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,PJ/y,1084.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
